collection_date,RSV_sunnyvale,RSV_oceanside,RSV_palo_alto,RSV_san_jose,RSV_silicon_valley,RSV_southeast_san_francisco,Test_sunny,Test_Oceanside,Test_Palo,Test_san,Test_silcon,Test_south,Positive_sunny,Positive_Oceanside,Positive_Palo,Positive_san,Positive_silcon,Positive_south,,,RSV_sunnyvale,RSV_oceanside,RSV_palo_alto,RSV_san_jose,RSV_silicon_valley,RSV_southeast_san_francisco
2022/11/23,59374.6,51848.14,63249.19,66477.87,47856.85,18238.85,1,1,1,1,1,1,1,1,1,1,1,1,,,59374.6,51848.14,63249.19,66477.87,47856.85,18238.85
2022/11/24,75000.95,40778.07,105025.6,82453.99,18972.65,20297.42,1,1,1,1,1,1,1,1,1,1,1,1,,,75000.95,40778.07,105025.6,82453.99,18972.65,20297.42
2022/11/25,98909.09,53582.85,89584.51,98817.82,59613.71,37393.26,1,1,1,1,1,1,1,1,1,1,1,1,,,98909.09,53582.85,89584.51,98817.82,59613.71,37393.26
2022/11/26,57200.08,88219.16,28761.28,80674.96,26089.39,31286.61,1,1,1,1,1,1,1,1,1,1,1,1,,,57200.08,88219.16,28761.28,80674.96,26089.39,31286.61
2022/11/27,40108.47,30054.09,147100,76083.11,53226.69,51755.57,1,1,1,1,1,1,1,1,1,1,1,1,,,40108.47,30054.09,147100,76083.11,53226.69,51755.57
2022/11/28,58782.5,29706,66880.9,63780.37,63724.27,,1,1,1,1,1,0,1,1,1,1,1,0,,,58782.5,29706,66880.9,63780.37,63724.27,
2022/11/29,77433.23,42382.47,55348.53,85206.83,98290.66,29274.58,1,1,1,1,1,1,1,1,1,1,1,1,,,77433.23,42382.47,55348.53,85206.83,98290.66,29274.58
2022/11/30,51456.6,46908.79,94754.81,82123.91,23060.58,64211.53,1,1,1,1,1,1,1,1,1,1,1,1,,,51456.6,46908.79,94754.81,82123.91,23060.58,64211.53
2022/12/1,86737.79,28378.69,56722.04,85319.25,51729.04,31669.93,1,1,1,1,1,1,1,1,1,1,1,1,,,86737.79,28378.69,56722.04,85319.25,51729.04,31669.93
2022/12/2,45198.71,36445.45,51028.17,73759.85,51494.31,45785.17,1,1,1,1,1,1,1,1,1,1,1,1,,,45198.71,36445.45,51028.17,73759.85,51494.31,45785.17
2022/12/3,65469.95,77027.78,89772.38,67924.1,66875.07,43132.53,1,1,1,1,1,1,1,1,1,1,1,1,,,65469.95,77027.78,89772.38,67924.1,66875.07,43132.53
2022/12/4,55998.45,34549.87,48118.82,67638.9,68205.53,22038.14,1,1,1,1,1,1,1,1,1,1,1,1,,,55998.45,34549.87,48118.82,67638.9,68205.53,22038.14
2022/12/5,69588.93,61977.92,88526.98,63747.86,115948,17390.95,1,1,1,1,1,1,1,1,1,1,1,1,,,69588.93,61977.92,88526.98,63747.86,115948,17390.95
2022/12/6,55486.35,78210.05,103334.9,55052.94,117569.6,28065.91,1,1,1,1,1,1,1,1,1,1,1,1,,,55486.35,78210.05,103334.9,55052.94,117569.6,28065.91
2022/12/7,151555.7,43005.87,38398.06,47361.74,32749.76,109268.3,1,1,1,1,1,1,1,1,1,1,1,1,,,151555.7,43005.87,38398.06,47361.74,32749.76,109268.3
2022/12/8,61854.56,46035.55,162099.7,79058.82,29187.35,48289.95,1,1,1,1,1,1,1,1,1,1,1,1,,,61854.56,46035.55,162099.7,79058.82,29187.35,48289.95
2022/12/9,71420.29,24650.72,80572.97,83110.5,57476.58,69359.61,1,1,1,1,1,1,1,1,1,1,1,1,,,71420.29,24650.72,80572.97,83110.5,57476.58,69359.61
2022/12/10,86822.52,23333.7,96349.55,63412.08,45892.31,45572.45,1,1,1,1,1,1,1,1,1,1,1,1,,,86822.52,23333.7,96349.55,63412.08,45892.31,45572.45
2022/12/11,35754.91,10069.29,62504.29,104368.3,54620.62,13342.07,1,1,1,1,1,1,1,1,1,1,1,1,,,35754.91,10069.29,62504.29,104368.3,54620.62,13342.07
2022/12/12,38753.46,10462.61,56657.37,71481.04,92550.48,19404.26,1,1,1,1,1,1,1,1,1,1,1,1,,,38753.46,10462.61,56657.37,71481.04,92550.48,19404.26
2022/12/13,34472.36,47253.11,57837.27,95975.96,7862.059,48861.72,1,1,1,1,1,1,1,1,1,1,1,1,,,34472.36,47253.11,57837.27,95975.96,7862.059,48861.72
2022/12/14,40545.39,54379.27,44567.19,69685.68,87220.98,77519.38,1,1,1,1,1,1,1,1,1,1,1,1,,,40545.39,54379.27,44567.19,69685.68,87220.98,77519.38
2022/12/15,65117.72,49476.8,37455.62,83234.9,49016.07,49876.69,1,1,1,1,1,1,1,1,1,1,1,1,,,65117.72,49476.8,37455.62,83234.9,49016.07,49876.69
2022/12/16,62447.25,16020.72,86742.14,102222.2,38006.39,29621.75,1,1,1,1,1,1,1,1,1,1,1,1,,,62447.25,16020.72,86742.14,102222.2,38006.39,29621.75
2022/12/17,79790.03,32631.58,52444.61,64306.69,56624.11,31555.56,1,1,1,1,1,1,1,1,1,1,1,1,,,79790.03,32631.58,52444.61,64306.69,56624.11,31555.56
2022/12/18,112093.1,18198.15,45311.09,71111.29,60087.66,45319.78,1,1,1,1,1,1,1,1,1,1,1,1,,,112093.1,18198.15,45311.09,71111.29,60087.66,45319.78
2022/12/19,74208.5,24659.74,83351.55,85079.37,60864.58,48260.02,1,1,1,1,1,1,1,1,1,1,1,1,,,74208.5,24659.74,83351.55,85079.37,60864.58,48260.02
2022/12/20,29766.14,53398.37,88575.96,93229.24,30831.75,48955.97,1,1,1,1,1,1,1,1,1,1,1,1,,,29766.14,53398.37,88575.96,93229.24,30831.75,48955.97
2022/12/21,45304.73,30728.36,95900.71,119499,24991.14,57180.47,1,1,1,1,1,1,1,1,1,1,1,1,,,45304.73,30728.36,95900.71,119499,24991.14,57180.47
2022/12/22,34421.87,62164.88,41339.58,109483.9,53168.37,30784.85,1,1,1,1,1,1,1,1,1,1,1,1,,,34421.87,62164.88,41339.58,109483.9,53168.37,30784.85
2022/12/23,54659.59,29098.19,24325.4,25068.33,36209.16,66493.29,1,1,1,1,1,1,1,1,1,1,1,1,,,54659.59,29098.19,24325.4,25068.33,36209.16,66493.29
2022/12/24,33395.48,20565.42,54538.55,49690.85,48916.46,21868.42,1,1,1,1,1,1,1,1,1,1,1,1,,,33395.48,20565.42,54538.55,49690.85,48916.46,21868.42
2022/12/25,27779.52,44608.81,42055.2,80532.53,140581.9,15347.62,1,1,1,1,1,1,1,1,1,1,1,1,,,27779.52,44608.81,42055.2,80532.53,140581.9,15347.62
2022/12/26,73783.72,29251.85,54567.83,45244.4,137447,24454.65,1,1,1,1,1,1,1,1,1,1,1,1,,,73783.72,29251.85,54567.83,45244.4,137447,24454.65
2022/12/27,18450.21,33230.68,30921.99,30167.4,27602.32,49126.5,1,1,1,1,1,1,1,1,1,1,1,1,,,18450.21,33230.68,30921.99,30167.4,27602.32,49126.5
2022/12/28,29598.6,59881.86,39352.81,47474.16,58831.62,31809.37,1,1,1,1,1,1,1,1,1,1,1,1,,,29598.6,59881.86,39352.81,47474.16,58831.62,31809.37
2022/12/29,28035.57,64206.7,15515.15,40533.33,33452.8,22763.64,1,1,1,1,1,1,1,1,1,1,1,1,,,28035.57,64206.7,15515.15,40533.33,33452.8,22763.64
2022/12/30,27428.57,16706.83,34412.38,50883.95,19878.79,4450.273,1,1,1,1,1,1,1,1,1,1,1,1,,,27428.57,16706.83,34412.38,50883.95,19878.79,4450.273
2022/12/31,33670.87,22226.87,22340.87,28612.99,29140.39,182315.2,1,1,1,1,1,1,1,1,1,1,1,1,,,33670.87,22226.87,22340.87,28612.99,29140.39,182315.2
2023/1/1,14787.77,3305.478,36189.39,23863.76,4437.919,4370.268,1,1,1,1,1,1,1,1,1,1,1,1,,,14787.77,3305.478,36189.39,23863.76,4437.919,4370.268
2023/1/2,29713.38,50486.89,48746.53,118987.9,42113.52,42716.91,1,1,1,1,1,1,1,1,1,1,1,1,,,29713.38,50486.89,48746.53,118987.9,42113.52,42716.91
2023/1/3,49556.56,18276.05,80726.55,62193.69,12437.03,35864.32,1,1,1,1,1,1,1,1,1,1,1,1,,,49556.56,18276.05,80726.55,62193.69,12437.03,35864.32
2023/1/4,42552.18,86302.9,14204.38,66843.85,6122.04,79033.39,1,1,1,1,1,1,1,1,1,1,1,1,,,42552.18,86302.9,14204.38,66843.85,6122.04,79033.39
2023/1/5,55361.52,6155.995,31798.74,75264.8,32207.25,81352.01,1,1,1,1,1,1,1,1,1,1,1,1,,,55361.52,6155.995,31798.74,75264.8,32207.25,81352.01
2023/1/6,31863.83,22048.78,48772.08,45999.26,3209.117,25453.26,1,1,1,1,1,1,1,1,1,1,1,1,,,31863.83,22048.78,48772.08,45999.26,3209.117,25453.26
2023/1/7,31563.46,70195.67,59039.66,41114.13,150818.9,31027.92,1,1,1,1,1,1,1,1,1,1,1,1,,,31563.46,70195.67,59039.66,41114.13,150818.9,31027.92
2023/1/8,48353.14,22725.26,17898.89,32545.66,61310.41,21172.22,1,1,1,1,1,1,1,1,1,1,1,1,,,48353.14,22725.26,17898.89,32545.66,61310.41,21172.22
2023/1/9,46357.62,34750.11,25115.19,34146.48,49224.43,24665.93,1,1,1,1,1,1,1,1,1,1,1,1,,,46357.62,34750.11,25115.19,34146.48,49224.43,24665.93
2023/1/10,18857.03,10460.41,38038.23,49139.25,18910.04,18778.98,1,1,1,1,1,1,1,1,1,1,1,1,,,18857.03,10460.41,38038.23,49139.25,18910.04,18778.98
2023/1/11,33847.25,9975.589,25458.55,54905.44,34306.51,51551.77,1,1,1,1,1,1,1,1,1,1,1,1,,,33847.25,9975.589,25458.55,54905.44,34306.51,51551.77
2023/1/12,24777.69,5178.308,35449.37,34897.49,42048.02,12739.87,1,1,1,1,1,1,1,1,1,1,1,1,,,24777.69,5178.308,35449.37,34897.49,42048.02,12739.87
2023/1/13,42478.97,128348.5,12870.52,22053.17,30134.57,79909.06,1,1,1,1,1,1,1,1,1,1,1,1,,,42478.97,128348.5,12870.52,22053.17,30134.57,79909.06
2023/1/14,16146.12,7324.444,35201.91,50940.18,20635.51,5490.196,1,1,1,1,1,1,1,1,1,1,1,1,,,16146.12,7324.444,35201.91,50940.18,20635.51,5490.196
2023/1/15,33246.47,16355.84,24094.12,32595.35,7085.274,54372.47,1,1,1,1,1,1,1,1,1,1,1,1,,,33246.47,16355.84,24094.12,32595.35,7085.274,54372.47
2023/1/16,13333.33,500,24735.26,33032.94,9533.923,51674.07,1,1,1,1,1,1,1,0,1,1,1,1,,,13333.33,500,24735.26,33032.94,9533.923,51674.07
2023/1/17,10155.69,,11560.67,19954.13,32692.24,15077.08,1,0,1,1,1,1,1,0,1,1,1,1,,,10155.69,,11560.67,19954.13,32692.24,15077.08
2023/1/18,16354.26,,16390.17,36364.76,10645.34,34927.98,1,0,1,1,1,1,1,0,1,1,1,1,,,16354.26,,16390.17,36364.76,10645.34,34927.98
2023/1/19,26103.6,22606.77,41076.24,39600.89,9964.521,38484.07,1,1,1,1,1,1,1,1,1,1,1,1,,,26103.6,22606.77,41076.24,39600.89,9964.521,38484.07
2023/1/20,20166.14,11733.49,14341.74,23218.86,4848.324,12896.12,1,1,1,1,1,1,1,1,1,1,1,1,,,20166.14,11733.49,14341.74,23218.86,4848.324,12896.12
2023/1/21,27123.81,29985.19,21869.8,22209.15,23025.29,24752.14,1,1,1,1,1,1,1,1,1,1,1,1,,,27123.81,29985.19,21869.8,22209.15,23025.29,24752.14
2023/1/22,24990.41,64971.85,14084.14,19008.55,9110.379,32294.87,1,1,1,1,1,1,1,1,1,1,1,1,,,24990.41,64971.85,14084.14,19008.55,9110.379,32294.87
2023/1/23,10277.37,8205.128,4391.745,36622.64,9227.184,26551.97,1,1,1,1,1,1,1,1,1,1,1,1,,,10277.37,8205.128,4391.745,36622.64,9227.184,26551.97
2023/1/24,18865.32,16555.8,6335.24,45391.49,8114.099,27404.29,1,1,1,1,1,1,1,1,1,1,1,1,,,18865.32,16555.8,6335.24,45391.49,8114.099,27404.29
2023/1/25,10660.2,19889.85,15252.37,34499.36,35911,12724.74,1,1,1,1,1,1,1,1,1,1,1,1,,,10660.2,19889.85,15252.37,34499.36,35911,12724.74
2023/1/26,34024.49,44559.54,4527.737,28069.3,33222.73,22320.11,1,1,1,1,1,1,1,1,1,1,1,1,,,34024.49,44559.54,4527.737,28069.3,33222.73,22320.11
2023/1/27,9076.635,13175.4,14826.67,60521.74,37366.13,8530.464,1,1,1,1,1,1,1,1,1,1,1,1,,,9076.635,13175.4,14826.67,60521.74,37366.13,8530.464
2023/1/28,13741.74,5292.308,32093.45,21008.19,30068.97,14000,1,1,1,1,1,1,1,1,1,1,1,1,,,13741.74,5292.308,32093.45,21008.19,30068.97,14000
2023/1/29,8517.916,17811.83,6820.828,34663.17,25204.89,15272.82,1,1,1,1,1,1,1,1,1,1,1,1,,,8517.916,17811.83,6820.828,34663.17,25204.89,15272.82
2023/1/30,13514.48,8147.427,15947.04,29896.54,69942.37,19630.11,1,1,1,1,1,1,1,1,1,1,1,1,,,13514.48,8147.427,15947.04,29896.54,69942.37,19630.11
2023/1/31,13051.79,14365.75,19035.52,49883.07,48744.84,14979.05,1,1,1,1,1,1,1,1,1,1,1,1,,,13051.79,14365.75,19035.52,49883.07,48744.84,14979.05
2023/2/1,26864.97,2491.889,12013.96,27165.66,8761.682,10591.94,1,1,1,1,1,1,1,1,1,1,1,1,,,26864.97,2491.889,12013.96,27165.66,8761.682,10591.94
2023/2/2,24211.98,2360.934,16368.16,32463.85,19277.66,19764.39,1,1,1,1,1,1,1,1,1,1,1,1,,,24211.98,2360.934,16368.16,32463.85,19277.66,19764.39
2023/2/3,12353.34,15062.94,13706.33,16262.44,35000.94,13133.8,1,1,1,1,1,1,1,1,1,1,1,1,,,12353.34,15062.94,13706.33,16262.44,35000.94,13133.8
2023/2/4,20568.25,25043.19,25109.24,22569.3,43103.98,14909.26,1,1,1,1,1,1,1,1,1,1,1,1,,,20568.25,25043.19,25109.24,22569.3,43103.98,14909.26
2023/2/5,17406.3,,20438.84,16579.71,21716.05,12241.98,1,0,1,1,1,1,1,0,1,1,1,1,,,17406.3,,20438.84,16579.71,21716.05,12241.98
2023/2/6,21339.66,26317.99,12381.45,30938.48,10566.25,16701.89,1,1,1,1,1,1,1,1,1,1,1,1,,,21339.66,26317.99,12381.45,30938.48,10566.25,16701.89
2023/2/7,14594.08,14400.49,27762.68,29747.62,45916.82,8319.446,1,1,1,1,1,1,1,1,1,1,1,1,,,14594.08,14400.49,27762.68,29747.62,45916.82,8319.446
2023/2/8,21787.57,12563.41,21319.89,29482.8,14680.31,15108.21,1,1,1,1,1,1,1,1,1,1,1,1,,,21787.57,12563.41,21319.89,29482.8,14680.31,15108.21
2023/2/9,25543.38,9377.186,8739.356,27859.69,28331.41,10079.56,1,1,1,1,1,1,1,1,1,1,1,1,,,25543.38,9377.186,8739.356,27859.69,28331.41,10079.56
2023/2/10,7678.67,7736.3,10970.45,28054.51,41017.6,13702.91,1,1,1,1,1,1,1,1,1,1,1,1,,,7678.67,7736.3,10970.45,28054.51,41017.6,13702.91
2023/2/11,3654.755,5692.546,25918.47,49861.24,500,7426.505,1,1,1,1,1,1,1,1,1,1,0,1,,,3654.755,5692.546,25918.47,49861.24,500,7426.505
2023/2/12,4773.727,6507.822,14219.21,33550.63,14819.3,43512.91,1,1,1,1,1,1,1,1,1,1,1,1,,,4773.727,6507.822,14219.21,33550.63,14819.3,43512.91
2023/2/13,6121.215,7865.25,49393.66,18856.93,66493.84,12407.29,1,1,1,1,1,1,1,1,1,1,1,1,,,6121.215,7865.25,49393.66,18856.93,66493.84,12407.29
2023/2/14,5527.557,7303.414,12497.88,26377.29,41069.39,15916.09,1,1,1,1,1,1,1,1,1,1,1,1,,,5527.557,7303.414,12497.88,26377.29,41069.39,15916.09
2023/2/15,5078.072,,11645.02,21882,9776.406,12525.82,1,0,1,1,1,1,1,0,1,1,1,1,,,5078.072,,11645.02,21882,9776.406,12525.82
2023/2/16,11969.63,6435.873,5502.407,31146.97,12814.85,12534.34,1,1,1,1,1,1,1,1,1,1,1,1,,,11969.63,6435.873,5502.407,31146.97,12814.85,12534.34
2023/2/17,,9311.035,14854.06,16266.46,14019.48,12417.75,0,1,1,1,1,1,0,1,1,1,1,1,,,,9311.035,14854.06,16266.46,14019.48,12417.75
2023/2/18,5546.608,12643.21,13537.39,17685.31,28908.11,5842.096,1,1,1,1,1,1,1,1,1,1,1,1,,,5546.608,12643.21,13537.39,17685.31,28908.11,5842.096
2023/2/19,21968.24,22708.26,13239.44,34023.15,69823.49,5053.946,1,1,1,1,1,1,1,1,1,1,1,1,,,21968.24,22708.26,13239.44,34023.15,69823.49,5053.946
2023/2/20,6263.61,14128.66,36392.37,13810.41,22831.57,11084.23,1,1,1,1,1,1,1,1,1,1,1,1,,,6263.61,14128.66,36392.37,13810.41,22831.57,11084.23
2023/2/21,5603.978,7771.71,33991.34,11320.17,2665.783,6116.97,1,1,1,1,1,1,1,1,1,1,1,1,,,5603.978,7771.71,33991.34,11320.17,2665.783,6116.97
2023/2/22,18756.94,12395.53,13316.91,43039.12,3347.271,11466.69,1,1,1,1,1,1,1,1,1,1,1,1,,,18756.94,12395.53,13316.91,43039.12,3347.271,11466.69
2023/2/23,20417.88,6089.867,11258.36,23560.01,29781.15,10186.93,1,1,1,1,1,1,1,1,1,1,1,1,,,20417.88,6089.867,11258.36,23560.01,29781.15,10186.93
2023/2/24,500,5249.542,6032.987,37306.2,15785.72,8096.992,1,1,1,1,1,1,0,1,1,1,1,1,,,500,5249.542,6032.987,37306.2,15785.72,8096.992
2023/2/25,4760.475,5437.561,10598.16,14407.9,17712.77,12323.47,1,1,1,1,1,1,1,1,1,1,1,1,,,4760.475,5437.561,10598.16,14407.9,17712.77,12323.47
2023/2/26,500,6506.454,15484.26,15295.83,7319.254,8239.797,1,1,1,1,1,1,0,1,1,1,1,1,,,500,6506.454,15484.26,15295.83,7319.254,8239.797
2023/2/27,8385.303,7803.87,25678.1,37544.21,12560.52,10945.21,1,1,1,1,1,1,1,1,1,1,1,1,,,8385.303,7803.87,25678.1,37544.21,12560.52,10945.21
2023/2/28,7137.335,23178.5,10054,12913.33,10219.58,3639.845,1,1,1,1,1,1,1,1,1,1,1,1,,,7137.335,23178.5,10054,12913.33,10219.58,3639.845
2023/3/1,6563.169,3515.04,21124.19,39572.74,4460.875,2105.676,1,1,1,1,1,1,1,1,1,1,1,1,,,6563.169,3515.04,21124.19,39572.74,4460.875,2105.676
2023/3/2,11866.7,4961.263,9333.333,19100.78,17680.42,9635.739,1,1,1,1,1,1,1,1,1,1,1,1,,,11866.7,4961.263,9333.333,19100.78,17680.42,9635.739
2023/3/3,17327.07,22547.43,9366.118,15142.66,19984.67,4569.302,1,1,1,1,1,1,1,1,1,1,1,1,,,17327.07,22547.43,9366.118,15142.66,19984.67,4569.302
2023/3/4,20548.94,58611.89,39948.63,18033.89,10574.08,16226.52,1,1,1,1,1,1,1,1,1,1,1,1,,,20548.94,58611.89,39948.63,18033.89,10574.08,16226.52
2023/3/5,19006.46,6137.725,22605.89,18177.76,26768.92,,1,1,1,1,1,0,1,1,1,1,1,0,,,19006.46,6137.725,22605.89,18177.76,26768.92,
2023/3/6,7850.041,13427.5,6273.738,25873.55,29373.14,9908.866,1,1,1,1,1,1,1,1,1,1,1,1,,,7850.041,13427.5,6273.738,25873.55,29373.14,9908.866
2023/3/7,6022.479,5904.985,6660.351,14266.97,3115.223,4127.115,1,1,1,1,1,1,1,1,1,1,1,1,,,6022.479,5904.985,6660.351,14266.97,3115.223,4127.115
2023/3/8,4190.331,3668.407,2691.002,14435.34,12864.27,7737.568,1,1,1,1,1,1,1,1,1,1,1,1,,,4190.331,3668.407,2691.002,14435.34,12864.27,7737.568
2023/3/9,1362.726,7029.923,8846.038,9535.171,33392.26,5825.984,1,1,1,1,1,1,1,1,1,1,1,1,,,1362.726,7029.923,8846.038,9535.171,33392.26,5825.984
2023/3/10,2731.342,500,29195.34,10213.31,5649.066,2944.33,1,1,1,1,1,1,1,0,1,1,1,1,,,2731.342,500,29195.34,10213.31,5649.066,2944.33
2023/3/11,8702.03,3079.039,13715.19,8386.38,7858.69,4090.091,1,1,1,1,1,1,1,1,1,1,1,1,,,8702.03,3079.039,13715.19,8386.38,7858.69,4090.091
2023/3/12,6637.313,1630.672,2439.806,13064.9,7660.316,1493.779,1,1,1,1,1,1,1,1,1,1,1,1,,,6637.313,1630.672,2439.806,13064.9,7660.316,1493.779
2023/3/13,6667.171,4302.244,5125.669,4127.562,4948.537,6935.902,1,1,1,1,1,1,1,1,1,1,1,1,,,6667.171,4302.244,5125.669,4127.562,4948.537,6935.902
2023/3/14,5530.06,4839.342,3078.503,5385.707,1303.945,2897.904,1,1,1,1,1,1,1,1,1,1,1,1,,,5530.06,4839.342,3078.503,5385.707,1303.945,2897.904
2023/3/15,2232.508,1740.399,6123.632,5582.084,3373.62,500,1,1,1,1,1,1,1,1,1,1,1,0,,,2232.508,1740.399,6123.632,5582.084,3373.62,500
2023/3/16,5564.072,6046.011,3812.203,5767.966,2428.155,,1,1,1,1,1,0,1,1,1,1,1,0,,,5564.072,6046.011,3812.203,5767.966,2428.155,
2023/3/17,9574.051,3040.812,2322.382,5583.293,1956.886,5104.438,1,1,1,1,1,1,1,1,1,1,1,1,,,9574.051,3040.812,2322.382,5583.293,1956.886,5104.438
2023/3/18,6130.866,6581.751,500,3273.287,4857.401,6504.94,1,1,1,1,1,1,1,1,0,1,1,1,,,6130.866,6581.751,500,3273.287,4857.401,6504.94
2023/3/19,2287.77,2647.793,500,6184.702,1858.951,2341.824,1,1,1,1,1,1,1,1,0,1,1,1,,,2287.77,2647.793,500,6184.702,1858.951,2341.824
2023/3/20,977.0741,4810.555,500,10142.73,3152.708,500,1,1,1,1,1,1,1,1,0,1,1,0,,,977.0741,4810.555,500,10142.73,3152.708,500
2023/3/21,1423.373,1927.513,500,7716.427,9758.9,500,1,1,1,1,1,1,1,1,0,1,1,0,,,1423.373,1927.513,500,7716.427,9758.9,500
2023/3/22,3702.393,500,1489.732,4804.549,2161.167,1385.514,1,1,1,1,1,1,1,0,1,1,1,1,,,3702.393,500,1489.732,4804.549,2161.167,1385.514
2023/3/23,3360.411,2563.904,7951.874,7093.088,8895.758,1138.645,1,1,1,1,1,1,1,1,1,1,1,1,,,3360.411,2563.904,7951.874,7093.088,8895.758,1138.645
2023/3/24,3972.88,10758.24,6556.887,10290.71,24308.15,5077.993,1,1,1,1,1,1,1,1,1,1,1,1,,,3972.88,10758.24,6556.887,10290.71,24308.15,5077.993
2023/3/25,2572.675,4939.309,4565.275,8168.47,5275.209,1583.758,1,1,1,1,1,1,1,1,1,1,1,1,,,2572.675,4939.309,4565.275,8168.47,5275.209,1583.758
2023/3/26,5119.809,5790.621,7329.829,2707.501,3940.895,2896.851,1,1,1,1,1,1,1,1,1,1,1,1,,,5119.809,5790.621,7329.829,2707.501,3940.895,2896.851
2023/3/27,3752.504,10797.58,5217.924,13656.86,2969.654,1686.794,1,1,1,1,1,1,1,1,1,1,1,1,,,3752.504,10797.58,5217.924,13656.86,2969.654,1686.794
2023/3/28,1509.646,24890.28,8003.296,6916.779,4097.909,4185.816,1,1,1,1,1,1,1,1,1,1,1,1,,,1509.646,24890.28,8003.296,6916.779,4097.909,4185.816
2023/3/29,3555.073,1539.649,500,2401.686,500,3630.286,1,1,1,1,1,1,1,1,0,1,0,1,,,3555.073,1539.649,500,2401.686,500,3630.286
2023/3/30,2754.034,500,500,3256.944,2860.121,2591.877,1,1,1,1,1,1,1,0,0,1,1,1,,,2754.034,500,500,3256.944,2860.121,2591.877
2023/3/31,2079.219,2929.956,500,11618.34,937.5212,1797.365,1,1,1,1,1,1,1,1,0,1,1,1,,,2079.219,2929.956,500,11618.34,937.5212,1797.365
2023/4/1,11816.07,1755.001,1339.069,13850.16,6810.615,5950.789,1,1,1,1,1,1,1,1,1,1,1,1,,,11816.07,1755.001,1339.069,13850.16,6810.615,5950.789
2023/4/2,5697.234,2943.521,5639.851,4194.417,4105.978,4154.502,1,1,1,1,1,1,1,1,1,1,1,1,,,5697.234,2943.521,5639.851,4194.417,4105.978,4154.502
2023/4/3,6162.821,1736.504,3868.918,500,11385.78,7000.917,1,1,1,1,1,1,1,1,1,0,1,1,,,6162.821,1736.504,3868.918,500,11385.78,7000.917
2023/4/4,3245.112,500,1710.468,4546.272,151294.2,6756.412,1,1,1,1,1,1,1,0,1,1,1,1,,,3245.112,500,1710.468,4546.272,151294.2,6756.412
2023/4/5,5722.623,,5305.793,6921.205,8656.911,5095.834,1,0,1,1,1,1,1,0,1,1,1,1,,,5722.623,,5305.793,6921.205,8656.911,5095.834
2023/4/6,14696.72,2613.16,500,12595.35,4769.768,500,1,1,1,1,1,1,1,1,0,1,1,0,,,14696.72,2613.16,500,12595.35,4769.768,500
2023/4/7,4074.311,4532.568,7121.097,17189,5297.084,6566.548,1,1,1,1,1,1,1,1,1,1,1,1,,,4074.311,4532.568,7121.097,17189,5297.084,6566.548
2023/4/8,9267.441,14087.16,1553.39,1761.958,13023.69,28362.03,1,1,1,1,1,1,1,1,1,1,1,1,,,9267.441,14087.16,1553.39,1761.958,13023.69,28362.03
2023/4/9,2312.528,9498.612,4950.869,2172.519,3143.595,1449.943,1,1,1,1,1,1,1,1,1,1,1,1,,,2312.528,9498.612,4950.869,2172.519,3143.595,1449.943
2023/4/10,5791.718,1961.873,1319.165,500,500,2838.222,1,1,1,1,1,1,1,1,1,0,0,1,,,5791.718,1961.873,1319.165,500,500,2838.222
2023/4/11,1780.394,8722.484,9428.081,4291.795,5540.465,2824.266,1,1,1,1,1,1,1,1,1,1,1,1,,,1780.394,8722.484,9428.081,4291.795,5540.465,2824.266
2023/4/12,2993.287,2786.622,110029.6,1554.054,2025.689,4329.085,1,1,1,1,1,1,1,1,1,1,1,1,,,2993.287,2786.622,110029.6,1554.054,2025.689,4329.085
2023/4/13,3612.926,500,25825.21,4537.582,2493.6,1922.744,1,1,1,1,1,1,1,0,1,1,1,1,,,3612.926,500,25825.21,4537.582,2493.6,1922.744
2023/4/14,1487.327,3082.778,5404.296,500,500,4038.965,1,1,1,1,1,1,1,1,1,0,0,1,,,1487.327,3082.778,5404.296,500,500,4038.965
2023/4/15,2051.195,1259.034,500,3653.293,500,2279.757,1,1,1,1,1,1,1,1,0,1,0,1,,,2051.195,1259.034,500,3653.293,500,2279.757
2023/4/16,3258.186,500,500,500,2215.277,1800.781,1,1,1,1,1,1,1,0,0,0,1,1,,,3258.186,500,500,500,2215.277,1800.781
2023/4/17,2146.532,500,1448.245,500,500,1461.125,1,1,1,1,1,1,1,0,1,0,0,1,,,2146.532,500,1448.245,500,500,1461.125
2023/4/18,2008.65,500,500,500,2550.14,500,1,1,1,1,1,1,1,0,0,0,1,0,,,2008.65,500,500,500,2550.14,500
2023/4/19,2935.562,500,2235.236,3352.74,2344.904,2120.399,1,1,1,1,1,1,1,0,1,1,1,1,,,2935.562,500,2235.236,3352.74,2344.904,2120.399
2023/4/20,2149.231,500,3139.437,1736.612,2454.921,2696.032,1,1,1,1,1,1,1,0,1,1,1,1,,,2149.231,500,3139.437,1736.612,2454.921,2696.032
2023/4/21,2169.698,5302.502,500,1708.487,4497.663,2338.991,1,1,1,1,1,1,1,1,0,1,1,1,,,2169.698,5302.502,500,1708.487,4497.663,2338.991
2023/4/22,4956.129,1620.889,500,500,1173.905,1092.274,1,1,1,1,1,1,1,1,0,0,1,1,,,4956.129,1620.889,500,500,1173.905,1092.274
2023/4/23,500,500,500,500,500,1148.993,1,1,1,1,1,1,0,0,0,0,0,1,,,500,500,500,500,500,1148.993
