collection_date,IAV_sunnyvale,IAV_oceanside,IAV_palo_alto,IAV_san_jose,IAV_silicon_valley,IAV_southeast_san_francisco,Test_sunny,Test_Oceanside,Test_Palo,Test_san,Test_silcon,Test_south,Positive_sunny,Positive_Oceanside,Positive_Palo,Positive_san,Positive_silcon,Positive_south
2023/3/26,500,500,500,2320.707505,500,1738.099186,1,1,1,1,1,1,0,0,0,1,0,1
2023/3/27,500,500,1897.395678,9889.270915,7127.342224,1349.430863,1,1,1,1,1,1,0,0,1,1,1,1
2023/3/28,1509.646034,500,3201.249968,5072.254058,500,1569.662396,1,1,1,1,1,1,1,0,1,1,0,1
2023/3/29,5332.661463,500,5015.369572,2058.581926,500,500,1,1,1,1,1,1,1,0,1,1,0,0
2023/3/30,1721.258571,500,3833.540642,1628.451526,500,1110.793811,1,1,1,1,1,1,1,0,1,1,0,1
2023/3/31,2079.219482,500,500,500,500,1437.88901,1,1,1,1,1,1,1,0,0,0,0,1
2023/4/1,1750.431659,500,500,500,500,500,1,1,1,1,1,1,1,0,0,0,0,0
2023/4/2,1899.040335,1261.496457,500,5392.850747,500,1780.482776,1,1,1,1,1,1,1,1,0,1,0,1
2023/4/3,1087.515858,500,500,500,500,500,1,1,1,1,1,1,1,0,0,0,0,0
2023/4/4,3650.760659,500,500,1049.114293,6454.960758,500,1,1,1,1,1,1,1,0,0,1,1,0
2023/4/5,5341.101512,,5305.792813,4325.684232,2705.211536,500,1,0,1,1,1,1,1,0,1,1,1,0
2023/4/6,5414.264538,1161.388967,1110.319077,2171.480483,500,1369.801264,1,1,1,1,1,1,1,1,1,1,0,1
2023/4/7,2507.237342,3021.674933,5340.77912,8333.688281,1412.51353,1492.335126,1,1,1,1,1,1,1,1,1,1,1,1
2023/4/8,7349.926352,9684.654312,500,500,4341.006853,7634.796006,1,1,1,1,1,1,1,1,0,0,1,1
2023/4/9,2312.528468,1826.564214,3046.652069,2482.884811,500,500,1,1,1,1,1,1,1,1,1,1,0,0
2023/4/10,2171.842329,980.929364,2308.556613,2285.594936,2402.45587,2838.222498,1,1,1,1,1,1,1,1,1,1,1,1
2023/4/11,2492.565673,500,2175.655143,500,500,2118.186409,1,1,1,1,1,1,1,0,1,0,0,1
2023/4/12,1995.509787,1548.107596,500,1554.054238,500,961.9861092,1,1,1,1,1,1,1,1,0,1,0,1
2023/4/13,4926.761833,500,1249.397654,1512.493089,500,500,1,1,1,1,1,1,1,0,1,1,0,0
2023/4/14,2974.699222,500,500,500,500,1795.068846,1,1,1,1,1,1,1,0,0,0,0,1
2023/4/15,8205.032101,500,500,500,500,500,1,1,1,1,1,1,1,0,0,0,0,0
2023/4/16,4189.122943,500,500,500,2953.712902,500,1,1,1,1,1,1,1,0,0,0,1,0
2023/4/17,2146.531741,500,500,1836.797428,500,2922.286981,1,1,1,1,1,1,1,0,0,1,0,1
2023/4/18,500,500,500,2211.642651,2125.111635,500,1,1,1,1,1,1,0,0,0,1,1,0
2023/4/19,1957.027879,500,4470.527112,500,2344.903668,500,1,1,1,1,1,1,1,0,1,0,1,0
2023/4/20,500,500,500,1302.455877,500,1010.999606,1,1,1,1,1,1,0,0,0,1,0,1
2023/4/21,500,1247.609687,500,500,500,500,1,1,1,1,1,1,0,1,0,0,0,0
2023/4/22,500,500,500,500,1956.518885,1456.368707,1,1,1,1,1,1,0,0,0,0,1,1
2023/4/23,1053.061381,500,1322.075969,500,500,1148.993207,1,1,1,1,1,1,1,0,1,0,0,1
2023/4/24,1594.984573,500,2054.172633,1612.3768,500,1919.899313,1,1,1,1,1,1,1,0,1,1,0,1
2023/4/25,500,500,3018.13401,500,500,500,1,1,1,1,1,1,0,0,1,0,0,0
2023/4/26,500,500,500,1286.280109,500,500,1,1,1,1,1,1,0,0,0,1,0,0
2023/4/27,1979.971414,3158.586099,500,1938.220089,2197.91962,1391.774939,1,1,1,1,1,1,1,1,0,1,1,1
2023/4/28,500,500,1375.209453,1159.588866,500,500,1,1,1,1,1,1,0,0,1,1,0,0
2023/4/29,500,500,500,500,500,3357.881038,1,1,1,1,1,1,0,0,0,0,0,1
2023/4/30,500,500,500,500,500,500,1,1,1,1,1,1,0,0,0,0,0,0
2023/5/1,500,1224.427714,1476.891251,500,500,500,1,1,1,1,1,1,0,1,1,0,0,0
2023/5/2,996.3717623,500,4094.821812,1938.229453,500,500,1,1,1,1,1,1,1,0,1,1,0,0
2023/5/3,2373.00749,500,500,500,500,500,1,1,1,1,1,1,1,0,0,0,0,0
2023/5/4,500,500,500,500,500,500,1,1,1,1,1,1,0,0,0,0,0,0
2023/5/5,2104.918413,500,500,1258.790266,500,500,1,1,1,1,1,1,1,0,0,1,0,0
2023/5/6,2372.669942,500,500,500,1497.732362,971.9989811,1,1,1,1,1,1,1,0,0,0,1,1
2023/5/7,500,500,500,500,500,500,1,1,1,1,1,1,0,0,0,0,0,0
2023/5/8,500,500,500,1184.277619,500,500,1,1,1,1,1,1,0,0,0,1,0,0
2023/5/9,500,1001.211036,500,1598.744696,500,500,1,1,1,1,1,1,0,1,0,1,0,0
2023/5/10,500,500,500,1612.273761,500,500,1,1,1,1,1,1,0,0,0,1,0,0
2023/5/11,500,500,1582.247176,1946.977362,500,500,1,1,1,1,1,1,0,0,1,1,0,0
2023/5/12,500,1483.540607,500,1674.221712,1093.726305,1364.995977,1,1,1,1,1,1,0,1,0,1,1,1
2023/5/13,500,500,500,500,500,952.6089897,1,1,1,1,1,1,0,0,0,0,0,1
2023/5/14,1150.138082,500,500,500,500,500,1,1,1,1,1,1,1,0,0,0,0,0
2023/5/15,2221.181112,500,500,500,500,500,1,1,1,1,1,1,1,0,0,0,0,0
2023/5/16,2354.233141,500,1710.491506,1945.698092,500,1161.529075,1,1,1,1,1,1,1,0,1,1,0,1
2023/5/17,996.1754693,500,1725.496405,500,500,500,1,1,1,1,1,1,1,0,1,0,0,0
2023/5/18,500,500,500,2795.240788,500,500,1,1,1,1,1,1,0,0,0,1,0,0
2023/5/19,1924.44684,1164.603766,500,500,1986.902759,1319.702968,1,1,1,1,1,1,1,1,0,0,1,1
2023/5/20,2197.765302,500,500,500,500,500,1,1,1,1,1,1,1,0,0,0,0,0
2023/5/21,1348.232099,500,500,500,500,500,1,1,1,1,1,1,1,0,0,0,0,0
2023/5/22,500,500,906.0944692,500,500,1014.774102,1,1,1,1,1,1,0,0,1,0,0,1
2023/5/23,921.2645209,1287.42856,500,500,500,500,1,1,1,1,1,1,1,1,0,0,0,0
2023/5/24,500,500,500,500,500,500,1,1,1,1,1,1,0,0,0,0,0,0
2023/5/25,1243.232836,500,500,500,500,1630.431839,1,1,1,1,1,1,1,0,0,0,0,1
2023/5/26,500,1403.328935,500,500,1515.741208,500,1,1,1,1,1,1,0,1,0,0,1,0
2023/5/27,500,500,2430.586088,1530.072239,500,500,1,1,1,1,1,1,0,0,1,1,0,0
2023/5/28,500,1251.286744,500,500,500,500,1,1,1,1,1,1,0,1,0,0,0,0
2023/5/29,1499.147912,500,500,500,500,1484.737565,1,1,1,1,1,1,1,0,0,0,0,1
2023/5/30,2708.187177,1400.646457,1216.281359,500,500,1433.38174,1,1,1,1,1,1,1,1,1,0,0,1
2023/5/31,500,500,500,500,2040.583998,1381.416369,1,1,1,1,1,1,0,0,0,0,1,1
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
