collection_date,IAV_sunnyvale,IAV_oceanside,IAV_palo_alto,IAV_san_jose,IAV_silicon_valley,IAV_southeast_san_francisco,Test_sunny,Test_Oceanside,Test_Palo,Test_san,Test_silcon,Test_south,Positive_sunny,Positive_Oceanside,Positive_Palo,Positive_san,Positive_silcon,Positive_south
2022/8/16,2311.389826,500,22117.34576,4535.068784,500,500,1,1,1,1,1,1,1,0,1,1,0,0
2022/8/17,500,1652.330898,10908.22894,500,500,1296.519231,1,1,1,1,1,1,0,1,1,0,0,1
2022/8/18,500,500,17259.17348,1829.634232,500,2562.383613,1,1,1,1,1,1,0,0,1,1,0,1
2022/8/19,500,1255.62082,24988.38877,1240.814972,500,500,1,1,1,1,1,1,0,1,1,1,0,0
2022/8/20,500,500,5756.527267,1107.719528,500,1934.136546,1,1,1,1,1,1,0,0,1,1,0,1
2022/8/21,1639.591861,500,5172.341444,500,500,1830.697674,1,1,1,1,1,1,1,0,1,0,0,1
2022/8/22,1777.340651,500,2030.825843,500,500,2567.664671,1,1,1,1,1,1,1,0,1,0,0,1
2022/8/23,2230.845915,2324.688832,8172.430888,500,500,1291.792295,1,1,1,1,1,1,1,1,1,0,0,1
2022/8/24,5805.477573,,8079.041515,4630.373235,1879.610657,1600,1,0,1,1,1,1,1,0,1,1,1,1
2022/8/25,5755.132458,1170.084558,5941.147958,500,500,6045.588651,1,1,1,1,1,1,1,1,1,0,0,1
2022/8/26,9509.709739,1214.615034,13391.40701,3358.579765,500,1562.693289,1,1,1,1,1,1,1,1,1,1,0,1
2022/8/27,3915.399012,1984.032319,2512.316177,500,500,2238.524852,1,1,1,1,1,1,1,1,1,0,0,1
2022/8/28,1583.496393,1014.514467,2366.652018,1434.796098,500,1773.40859,1,1,1,1,1,1,1,1,1,1,0,1
2022/8/29,2818.60539,500,16331.13003,4030.22548,500,3129.213153,1,1,1,1,1,1,1,0,1,1,0,1
2022/8/30,500,500,9612.593839,500,500,2437.695512,1,1,1,1,1,1,0,0,1,0,0,1
2022/8/31,1422.946606,1478.827974,2916.646468,1068.2519,500,2783.238093,1,1,1,1,1,1,1,1,1,1,0,1
2022/9/1,4197.637601,1224.985275,18944,916.5048544,2216.666694,500,1,1,1,1,1,1,1,1,1,1,1,0
2022/9/2,2894.267516,500,1727.753629,1213.584499,500,2147.634689,1,1,1,1,1,1,1,0,1,1,0,1
2022/9/3,983.7633438,500,3627.954046,500,500,500,1,1,1,1,1,1,1,0,1,0,0,0
2022/9/4,1370.477534,500,10666.68705,500,500,2285.109677,1,1,1,1,1,1,1,0,1,0,0,1
2022/9/5,500,2578.28129,7201.191682,3205.288729,500,682.5094911,1,1,1,1,1,1,0,1,1,1,0,1
2022/9/6,500,1056.513896,4683.545512,13102.01928,500,3301.627199,1,1,1,1,1,1,0,1,1,1,0,1
2022/9/7,500,500,3822.235988,3044.505038,2397.510422,1366.721708,1,1,1,1,1,1,0,0,1,1,1,1
2022/9/8,860.6817802,500,9314.126439,3461.278104,2618.201505,2745.134282,1,1,1,1,1,1,1,0,1,1,1,1
2022/9/9,1072.452694,500,4273.251029,500,912.7156933,1532.181805,1,1,1,1,1,1,1,0,1,0,1,1
2022/9/10,500,1909.52381,8126.213319,500,500,2103.870599,1,1,1,1,1,1,0,1,1,0,0,1
2022/9/11,500,3831.240273,1854.743998,3964.501411,5150.837333,500,1,1,1,1,1,1,0,1,1,1,1,0
2022/9/12,500,500,1226.906683,500,500,781.4014216,1,1,1,1,1,1,0,0,1,0,0,1
2022/9/13,799.8478586,3121.468895,500,4967.015069,500,1581.53103,1,1,1,1,1,1,1,1,0,1,0,1
2022/9/14,3071.757913,2389.852402,5662.710289,9111.109636,500,2338.975477,1,1,1,1,1,1,1,1,1,1,0,1
2022/9/15,1333.824772,,1475.531373,4289.977906,500,2367.857844,1,0,1,1,1,1,1,0,1,1,0,1
2022/9/16,1344.983981,2642.301395,1222.966654,1719.883945,500,1301.258845,1,1,1,1,1,1,1,1,1,1,0,1
2022/9/17,1291.623007,4272.426563,2092.799287,5308.826153,500,1611.686169,1,1,1,1,1,1,1,1,1,1,0,1
2022/9/18,1414.045293,1004.405271,1158.767698,500,500,,1,1,1,1,1,0,1,1,1,0,0,0
2022/9/19,1855.499786,500,2857.720226,500,500,1719.422955,1,1,1,1,1,1,1,0,1,0,0,1
2022/9/20,2261.019475,,2059.334016,2567.153338,500,887.8290843,1,0,1,1,1,1,1,0,1,1,0,1
2022/9/21,1394.40738,848.5821363,500,500,500,,1,1,1,1,1,0,1,1,0,0,0,0
2022/9/22,500,500,1402.012907,1650.039101,500,500,1,1,1,1,1,1,0,0,1,1,0,0
2022/9/23,2160.275524,500,3424.017995,3495.926276,500,1343.334633,1,1,1,1,1,1,1,0,1,1,0,1
2022/9/24,500,1715.101553,1904.563492,1657.178749,500,1222.05426,1,1,1,1,1,1,0,1,1,1,0,1
2022/9/25,500,500,2191.95887,500,500,875.4234412,1,1,1,1,1,1,0,0,1,0,0,1
2022/9/26,500,1180.110764,2866.164559,1394.645183,500,500,1,1,1,1,1,1,0,1,1,1,0,0
2022/9/27,,921.4164681,5341.866667,500,500,1321.066344,0,1,1,1,1,1,0,1,1,0,0,1
2022/9/28,500,500,500,4298.014171,500,500,1,1,1,1,1,1,0,0,0,1,0,0
2022/9/29,843.7597148,2839.154854,2061.016949,1297.152429,2208.944114,2158.730159,1,1,1,1,1,1,1,1,1,1,1,1
2022/9/30,500,1249.651325,500,500,500,500,1,1,1,1,1,1,0,1,0,0,0,0
2022/10/1,500,2299.453552,1422.457397,500,500,972.4230254,1,1,1,1,1,1,0,1,1,0,0,1
2022/10/2,500,500,2239.917398,1958.441111,500,937.0716511,1,1,1,1,1,1,0,0,1,1,0,1
2022/10/3,500,1353.346762,500,2560.394528,500,1600,1,1,1,1,1,1,0,1,0,1,0,1
2022/10/4,500,500,1793.853024,2144.704505,500,2186.225895,1,1,1,1,1,1,0,0,1,1,0,1
2022/10/5,500,993.4233508,4051.452364,2759.544055,2887.575887,5700.176367,1,1,1,1,1,1,0,1,1,1,1,1
2022/10/6,,1270.9373,3433.439219,2502.471046,500,1448.436168,0,1,1,1,1,1,0,1,1,1,0,1
2022/10/7,500,3109.739929,500,3534.150659,500,500,1,1,1,1,1,1,0,1,0,1,0,0
2022/10/8,500,500,500,1015.669079,500,1366.51779,1,1,1,1,1,1,0,0,0,1,0,1
2022/10/9,1782.243316,3654.386786,2360.139753,1087.857557,500,500,1,1,1,1,1,1,1,1,1,1,0,0
2022/10/10,842.1235612,500,5606.890241,500,1396.399244,4618.255268,1,1,1,1,1,1,1,0,1,0,1,1
2022/10/11,1084.656729,500,500,2457.126279,500,4183.183373,1,1,1,1,1,1,1,0,0,1,0,1
2022/10/12,1426.762464,868.0869416,3238.732078,1383.641236,500,1471.636605,1,1,1,1,1,1,1,1,1,1,0,1
2022/10/13,500,2092.457896,3658.770569,2088.833957,1525.904686,9943.319007,1,1,1,1,1,1,0,1,1,1,1,1
2022/10/14,1632.848982,500,949.5607151,1140.429389,500,10954.238,1,1,1,1,1,1,1,0,1,1,0,1
2022/10/15,500,2593.959351,3923.316327,943.8640252,500,10975.57878,1,1,1,1,1,1,0,1,1,1,0,1
2022/10/16,1033.008839,5148.505723,500,2053.716323,1988.084604,5409.390384,1,1,1,1,1,1,1,1,0,1,1,1
2022/10/17,500,1115.496247,2569.29425,1286.692904,500,14853.44473,1,1,1,1,1,1,0,1,1,1,0,1
2022/10/18,925.041589,2110.393413,4179.345401,2291.000747,500,11602.09835,1,1,1,1,1,1,1,1,1,1,0,1
2022/10/19,1475.63412,2612.361105,2325.699047,1793.864501,2229.272782,10341.50332,1,1,1,1,1,1,1,1,1,1,1,1
2022/10/20,1185.306708,2308.325282,1126.662945,3497.727505,500,8085.899679,1,1,1,1,1,1,1,1,1,1,0,1
2022/10/21,1774.973878,2862.865514,5333.333333,1823.868313,500,4098.763542,1,1,1,1,1,1,1,1,1,1,0,1
2022/10/22,500,1273.298429,5538.399521,3959.546176,500,2866.141186,1,1,1,1,1,1,0,1,1,1,0,1
2022/10/23,1098.903273,1097.596124,500,2785.72597,500,5625.327426,1,1,1,1,1,1,1,1,0,1,0,1
2022/10/24,954.5195316,2063.955174,1716.679684,2023.306922,16466.36923,9687.373397,1,1,1,1,1,1,1,1,1,1,1,1
2022/10/25,4571.368123,2814.856616,9546.60756,1897.805162,2192.176119,3606.242347,1,1,1,1,1,1,1,1,1,1,1,1
2022/10/26,1483.135387,1869.67195,9032.827208,6715.560928,2289.009884,8232.175124,1,1,1,1,1,1,1,1,1,1,1,1
2022/10/27,1672.486059,3047.237321,3977.896782,5196.917659,3488.925951,3666.066066,1,1,1,1,1,1,1,1,1,1,1,1
2022/10/28,3900.947265,3286.188656,1582.243366,5846.379422,500,9064.162754,1,1,1,1,1,1,1,1,1,1,0,1
2022/10/29,4838.706718,3212.288275,2714.8546,6766.819775,500,500,1,1,1,1,1,1,1,1,1,1,0,0
2022/10/30,4619.925205,9049.168115,8049.213781,6449.732636,500,6358.055297,1,1,1,1,1,1,1,1,1,1,0,1
2022/10/31,2191.441861,,11682.90202,4204.722285,1719.470457,6470.119542,1,0,1,1,1,1,1,0,1,1,1,1
2022/11/1,4678.683078,5867.395252,10867.42245,13202.47089,7799.305021,2912.018688,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/2,7060.488629,2966.734328,52899.19095,18677.50453,9243.615471,6594.002246,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/3,14463.52079,9791.386101,18067.35803,16209.11152,9564.070162,5498.834818,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/4,8365.524881,1070.748634,8806.337306,21315.04971,14790.42862,9503.318161,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/5,10660.89314,3844.603445,17824.50401,20462.83208,20211.60237,8251.08452,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/6,12993.40075,4681.895114,17762.09263,16072.61667,9831.526224,,1,1,1,1,1,0,1,1,1,1,1,0
2022/11/7,19920.52451,8976.12972,46339.13884,8550.769828,3811.04952,6650.588946,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/8,16190.77536,161365.0945,25045.00492,21986.97581,14365.43012,8179.149028,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/9,14492.51052,12893.22187,19899.67534,14496.31398,10644.97179,30853.87928,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/10,42571.87981,51724.44662,16753.29567,35878.78788,8678.743431,4270.939667,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/11,20912.97209,11156.46259,15715.97633,12687.22467,11360.4336,3966.666667,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/12,14207.0922,24415.97927,13793.1761,17939.29824,9810.699588,13646.42375,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/13,10286.84476,21738.78421,7229.730649,10121.17834,8808.79101,7030.709119,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/14,9446.59243,6715.97322,54327.07015,27556.96244,17206.0552,7273.051999,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/15,21842.64328,17041.00768,112260.4052,111574.5224,10090.86559,20055.81708,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/16,63998.46047,55641.10253,31664.43625,37750.6404,7647.991178,21392.00665,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/17,24273.83859,16750.12046,31022.49344,64065.67955,14815.48489,13310.93811,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/18,23110.08757,15044.2707,24729.0487,54370.3684,59824.09582,24073.38942,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/19,16273.00033,20514.04949,34830.67137,37129.05248,16046.58897,17890.52997,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/20,17665.01575,26424.61434,14285.67755,16663.56199,43155.29817,16324.58682,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/21,12587.81939,10526.9987,29065.90474,60870.49275,9796.019719,17070.38053,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/22,19492.41115,26356.36434,41849.7335,95004.30308,44466.85646,17686.70668,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/23,43879.43094,58847.34494,59402.5294,107740.6588,33877.80283,16164.77425,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/24,38043.97583,71121.34404,130400.3677,70438.18215,10945.05095,3929.289981,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/25,52593.00001,70151.01112,74646.84675,68919.1894,65945.24205,29444.56772,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/26,29996.36613,71713.01408,47787.96925,73133.74214,23842.19748,43336.12468,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/27,29414.79022,62943.9164,94590.01168,76129.79053,54954.53356,59448.68299,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/28,50087.72648,46235.26699,110009.4019,56713.42416,36006.24184,,1,1,1,1,1,0,1,1,1,1,1,0
2022/11/29,71920.58284,56404.26024,54108.9973,167637.9198,106645.038,34320.39368,1,1,1,1,1,1,1,1,1,1,1,1
2022/11/30,61977.50971,38457.20993,78112.00618,129505.528,24122.282,64776.85942,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/1,64030.15985,58979.47404,62010.96806,151179.8435,76837.96353,67678.1592,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/2,59064.99861,37893.61118,68683.70947,130582.5975,52341.87582,51732.2556,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/3,62452.17332,63101.62505,70676.7612,72621.79599,47597.49078,52066.27994,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/4,82326.64669,45297.14584,82918.8117,51281.83049,71879.25916,34163.85322,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/5,57188.29149,55257.75917,119694.1103,66881.41824,65549.97373,38344.9619,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/6,47870.45092,54522.6972,89080.95693,76231.99295,78912.66119,33500.63371,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/7,62518.35782,39133.11605,66260.94182,148599.1913,45776.41945,102330.6233,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/8,107815.6387,53129.01919,90507.49732,138289.7021,49056.38778,102136.8187,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/9,59777.11332,26964.27888,61309.78204,87413.98906,51565.13876,84956.29599,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/10,66133.78523,39189.35753,77161.86058,59083.65537,49323.40592,64678.79448,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/11,39961.19832,30880.72381,100459.5646,86340.07282,68210.34043,33551.56991,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/12,36473.58909,27772.02335,81229.7026,103923.636,77391.9553,33418.43972,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/13,48952.76179,57377.81524,101071.892,146414.6625,17500.66658,56247.82174,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/14,67375.84511,55463.60142,105881.5329,139127.9971,93285.79776,95503.87597,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/15,77116.23772,60254.2655,57720.04259,100028.8193,92385.92371,56218.81339,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/16,86784.47177,32949.56617,85184.98499,117008.951,39230.96376,45084.19313,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/17,99214.21841,38222.01177,45465.93055,79574.69861,71485.35032,35903.05867,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/18,72030.38534,45085.46388,45594.95714,54999.66939,26939.58615,39476.92975,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/19,47558.2253,48729.49918,44539.65484,89110.36686,26203.35373,51078.95373,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/20,29799.92572,82097.20085,52672.80603,99905.10807,20429.01024,33000.45421,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/21,73869.19052,43792.16286,97794.05102,92991.51103,55093.41738,52310.6269,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/22,70302.46158,83308.10198,92478.72462,124188.8804,55803.49078,61888.85249,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/23,62018.50265,72970.67395,42582.14071,50039.26886,44433.36063,56033.93784,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/24,34222.1704,41493.54427,59946.36109,60039.23992,44268.98751,35554.3156,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/25,44651.1988,61281.16758,91817.39481,53344.6655,66006.54892,51404.953,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/26,58684.78884,54793.0908,52579.92022,48873.26946,53828.96101,45173.63944,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/27,27423.26426,93505.68598,37014.22401,45241.81383,59471.43444,52028.43459,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/28,60366.05967,42443.22717,56387.63351,65984.79228,59011.47904,41995.70439,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/29,49561.37141,58375.32859,57434.38436,50730.55812,40978.07566,36701.61973,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/30,43298.6426,20705.29203,28843.06664,59928.81163,19200.79153,16013.80207,1,1,1,1,1,1,1,1,1,1,1,1
2022/12/31,50186.93973,13770.3836,22621.3608,13247.58324,28233.69499,22509.04771,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/1,30253.57248,19100.72179,35584.70301,13405.98552,18995.28812,11513.21864,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/2,37493.76852,41344.96053,31091.44191,53192.17535,22754.03832,49192.81489,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/3,35730.77787,13994.24748,30789.60728,14857.04174,13724.60697,43366.13907,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/4,25005.76306,46441.57008,22174.68441,27626.21168,3172.355567,43844.50785,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/5,21092.34255,9452.53632,27756.01621,20348.92174,26605.96049,48725.54856,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/6,27740.30537,25235.64323,23025.10131,21318.71872,4649.331087,31095.21883,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/7,21077.30698,28417.15252,18182.91632,13614.38626,26075.74992,34169.49243,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/8,14475.51929,10619.33803,8328.941467,9995.113017,11881.30558,21213.60741,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/9,10712.14428,10258.63175,15290.27248,21255.83467,14795.89712,9980.901522,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/10,10342.4036,23375.82706,25914.44422,24418.14423,43190.19138,16157.68972,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/11,10272.03443,9606.314816,17301.35561,20656.44151,11351.75076,53939.83504,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/12,12232.9851,6795.541631,21305.40015,7045.696523,9858.663636,21616.49141,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/13,11029.44009,14388.25769,8113.070953,7068.310289,10974.12035,18904.11558,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/14,6158.51411,19114.47949,4623.566561,19088.68243,5076.946127,30511.84361,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/15,14694.12037,5301.572085,10390.64819,22718.99142,7388.063774,21010.52774,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/16,5626.071691,13075.49079,7592.02844,13300.72511,51590.98421,34783.18391,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/17,3959.149122,,10362.58062,11818.40748,6585.983387,7453.251124,1,0,1,1,1,1,1,0,1,1,1,1
2023/1/18,1894.054727,,7960.870108,8243.367257,8426.853406,10814.6762,1,0,1,1,1,1,1,0,1,1,1,1
2023/1/19,5078.632248,7437.199196,15982.12564,7835.822949,7487.96413,15031.21656,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/20,5285.47854,9468.77231,4006.076259,8486.069414,2919.327788,10494.21389,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/21,5394.643602,2966.797573,1568.188633,3419.212602,21767.48254,11847.2892,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/22,7546.504338,5562.232922,5565.54995,4193.949224,13862.59891,6666.651943,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/23,2764.784216,2442.794159,4761.564205,3799.840007,55516.13496,31558.4504,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/24,2366.592978,3943.612762,13226.56252,3380.480758,5940.088517,12845.03937,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/25,2414.036862,7132.570909,4778.916414,10020.10711,16763.31847,4672.698241,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/26,7537.86736,5147.099221,4100.392443,3282.329846,11168.46647,2404.129396,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/27,6305.136367,10856.66108,500,3585.055254,40031.93344,2116.08522,1,1,1,1,1,1,1,1,0,1,1,1
2023/1/28,3825.36596,5408.622057,5831.581538,4119.235714,19130.92602,6807.195147,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/29,3864.322884,4536.180961,1724.202504,1993.941819,12264.99019,5818.33174,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/30,4759.765581,2046.688962,6880.996689,6941.517931,5981.560548,7892.009039,1,1,1,1,1,1,1,1,1,1,1,1
2023/1/31,4131.934302,7615.779877,500,4312.475522,14225.51151,3467.510572,1,1,1,1,1,1,1,1,0,1,1,1
2023/2/1,8389.261777,6104.037725,13326.83935,5686.233662,3128.43463,2425.72906,1,1,1,1,1,1,1,1,1,1,1,1
2023/2/2,14825.43239,2106.332838,28557.45455,4813.402097,10150.01746,4725.73534,1,1,1,1,1,1,1,1,1,1,1,1
2023/2/3,8594.517057,4911.895427,8302.52,5348.653262,14333.25609,4120.47704,1,1,1,1,1,1,1,1,1,1,1,1
2023/2/4,13393.95637,6610.270599,7243.736976,5030.01514,10126.48049,4992.264094,1,1,1,1,1,1,1,1,1,1,1,1
2023/2/5,6325.187508,,1644.054774,1953.449581,21566.10458,4182.988055,1,0,1,1,1,1,1,0,1,1,1,1
2023/2/6,4860.599503,1382.659586,2842.632348,4645.934908,5225.261396,1815.473121,1,1,1,1,1,1,1,1,1,1,1,1
2023/2/7,4230.176267,3307.22383,5773.555751,4046.073047,11849.76961,2424.818784,1,1,1,1,1,1,1,1,1,1,1,1
2023/2/8,5364.705577,5983.809987,2022.050028,6399.789091,8899.112543,3135.360914,1,1,1,1,1,1,1,1,1,1,1,1
2023/2/9,5298.849609,500,1707.428291,8456.538888,21281.3853,4166.426809,1,1,1,1,1,1,1,0,1,1,1,1
2023/2/10,3172.085365,1065.734838,1776.121244,3057.811444,2127.21924,2658.79631,1,1,1,1,1,1,1,1,1,1,1,1
2023/2/11,1794.717378,500,500,500,500,2212.588246,1,1,1,1,1,1,1,0,0,0,0,1
2023/2/12,5270.921986,2302.803738,1719.545407,3077.436398,500,3158.373984,1,1,1,1,1,1,1,1,1,1,0,1
2023/2/13,2984.451801,1453.820667,500,3066.2257,500,2413.271181,1,1,1,1,1,1,1,1,0,1,0,1
2023/2/14,5558.175094,3559.959792,500,7643.636656,3324.165162,4487.940414,1,1,1,1,1,1,1,1,0,1,1,1
2023/2/15,5030.897791,,1809.932126,3464.216082,3247.185099,2268.229344,1,0,1,1,1,1,1,0,1,1,1,1
2023/2/16,3693.9987,3039.843992,500,16398.4607,2819.702134,2495.236074,1,1,1,1,1,1,1,1,0,1,1,1
2023/2/17,,3504.188437,500,5047.619048,2382.838398,1716.610826,0,1,1,1,1,1,0,1,0,1,1,1
2023/2/18,1251.090343,5198.222222,500,4036.042044,500,500,1,1,1,1,1,1,1,1,0,1,0,0
2023/2/19,3881.764806,5302.74806,1764.8747,1740.165796,500,3135.813103,1,1,1,1,1,1,1,1,1,1,0,1
2023/2/20,500,500,500,500,3181.431128,1123.051865,1,1,1,1,1,1,0,0,0,0,1,1
2023/2/21,2368.272756,1178.977782,500,500,2117.530343,1418.999883,1,1,1,1,1,1,1,1,0,0,1,1
2023/2/22,500,1902.60322,500,7745.134921,2397.490044,500,1,1,1,1,1,1,0,1,0,1,1,0
2023/2/23,3435.859125,500,4253.905018,3005.288244,500,1733.928087,1,1,1,1,1,1,1,0,1,1,0,1
2023/2/24,500,500,500,2828.284466,1906.571944,924.2816871,1,1,1,1,1,1,0,0,0,1,1,1
2023/2/25,1971.729771,500,3960.450887,1791.590251,500,2314.987997,1,1,1,1,1,1,1,0,1,1,0,1
2023/2/26,500,1447.819758,500,1398.032439,500,1708.313002,1,1,1,1,1,1,0,1,0,1,0,1
2023/2/27,4068.944707,500,2554.265307,5829.074607,500,2963.377583,1,1,1,1,1,1,1,0,1,1,0,1
2023/2/28,2148.830491,500,3101.380839,3402.826742,14897.61446,2800.040046,1,1,1,1,1,1,1,0,1,1,1,1
2023/3/1,1181.451898,500,2601.436365,3324.70105,8802.995284,2497.667104,1,1,1,1,1,1,1,0,1,1,1,1
2023/3/2,500,500,1908.333333,1407.751938,3979.452125,1824.383539,1,1,1,1,1,1,0,0,1,1,1,1
2023/3/3,1141.784038,1500.271003,2445.766949,1275.663008,4315.708812,500,1,1,1,1,1,1,1,1,1,1,1,0
2023/3/4,3360.830951,2251.147938,5766.834336,2017.507186,5869.079268,5698.616966,1,1,1,1,1,1,1,1,1,1,1,1
2023/3/5,1040.027322,500,6437.886265,2830.342082,5416.073023,,1,1,1,1,1,0,1,0,1,1,1,0
2023/3/6,2610.649859,500,3018.15381,2408.418918,500,1368.970717,1,1,1,1,1,1,1,0,1,1,0,1
2023/3/7,2893.157291,500,2484.986119,3972.619485,500,1399.535915,1,1,1,1,1,1,1,0,1,1,0,1
2023/3/8,4361.248878,2972.885531,3601.412448,5108.795668,500,2503.891029,1,1,1,1,1,1,1,1,1,1,0,1
2023/3/9,10059.02061,500,1199.67977,1051.988467,1898.12051,2269.454607,1,1,1,1,1,1,1,0,1,1,1,1
2023/3/10,5458.852737,500,500,2410.178727,3831.832683,2357.224262,1,1,1,1,1,1,1,0,0,1,1,1
2023/3/11,6857.985891,500,1769.582114,500,500,1545.578904,1,1,1,1,1,1,1,0,1,0,0,1
2023/3/12,500,5544.452857,500,3167.054802,500,1493.778661,1,1,1,1,1,1,0,1,0,1,0,1
2023/3/13,952.4120114,1654.678294,2562.797539,952.4913285,500,3121.075094,1,1,1,1,1,1,1,1,1,1,0,1
2023/3/14,873.1337898,1036.97448,1154.424197,1795.182002,500,2069.921388,1,1,1,1,1,1,1,1,1,1,0,1
2023/3/15,3069.720966,500,8573.181416,5253.712063,2530.19931,500,1,1,1,1,1,1,1,0,1,1,1,0
2023/3/16,9803.749931,1133.590439,2541.455124,500,2913.793257,,1,1,1,1,1,0,1,1,1,0,1,0
2023/3/17,5318.768351,500,500,500,2609.189946,500,1,1,1,1,1,1,1,0,0,0,1,0
2023/3/18,1803.141691,500,2409.786334,500,1324.717891,500,1,1,1,1,1,1,1,0,1,0,1,0
2023/3/19,2941.432964,1323.883739,500,500,500,1405.08581,1,1,1,1,1,1,1,1,0,0,0,1
2023/3/20,3908.399882,500,1550.344621,500,1401.186262,2090.479393,1,1,1,1,1,1,1,0,1,0,1,1
2023/3/21,1779.220914,500,2346.709186,500,500,1066.764128,1,1,1,1,1,1,1,0,1,0,0,1
2023/3/22,2159.699101,500,1489.732454,1130.446348,1620.871061,500,1,1,1,1,1,1,1,0,1,1,1,0
2023/3/23,500,1098.805152,500,2364.282187,3139.596467,1518.196732,1,1,1,1,1,1,0,1,0,1,1,1
2023/3/24,500,2896.31957,4097.993734,4802.17671,3739.515333,500,1,1,1,1,1,1,0,1,1,1,1,0
2023/3/25,1286.328162,1975.681439,500,500,500,500,1,1,1,1,1,1,1,1,0,0,0,0
