"","date","count","positive","concentration","substitution","low_7_a","med_7_a","upr_7_a"
"286","2023/2/25",0,0,NA,NA,3.71448103708436,3.87037770988438,4.01025761775339
"287","2023/2/26",0,0,NA,NA,3.7149570113654,3.87143908895007,4.01391685470425
"288","2023/2/27",2,1,3.986869979,3.342919992,3.71995783707047,3.87404141478362,4.01669842949509
"289","2023/2/28",2,0,NA,2.698970004,3.72542665694561,3.8772013980504,4.02094962369104
"290","2023/3/1",2,0,NA,2.698970004,3.73315147733047,3.88200049385207,4.02773518108686
"291","2023/3/2",0,0,NA,NA,3.74014824432533,3.88846032430324,4.03377845060008
"292","2023/3/3",0,0,NA,NA,3.74830623221301,3.89473569257849,4.03901942906207
"293","2023/3/4",0,0,NA,NA,3.75879167843033,3.9025590957638,4.0482703528239
"294","2023/3/5",0,0,NA,NA,3.7690852725144,3.9106040682868,4.05461154977572
"295","2023/3/6",2,2,4.651558152,4.651558152,3.77939431637081,3.91780067053799,4.06168980476251
"296","2023/3/7",2,1,3.836473534,3.267721769,3.78723472862936,3.92393354793493,4.06777416931098
"297","2023/3/8",2,0,NA,2.698970004,3.79478975242337,3.92971002407821,4.07517683563916
"298","2023/3/9",0,0,NA,NA,3.79980031147786,3.93480881507821,4.08098992802915
"299","2023/3/10",0,0,NA,NA,3.80358612477691,3.93930187207137,4.08924550060958
"300","2023/3/11",0,0,NA,NA,3.80683247328664,3.94238034101561,4.09613071964929
"301","2023/3/12",0,0,NA,NA,3.80704474983039,3.94474343965628,4.09954956002045
"302","2023/3/13",2,2,3.678863079,3.678863079,3.80841792737639,3.9458941882727,4.09752984141833
"303","2023/3/14",2,2,4.396253653,4.396253653,3.80730087609913,3.94440031361263,4.09565164187662
"304","2023/3/15",2,2,3.963322875,3.963322875,3.80212457597128,3.94159581107411,4.0928935588486
"305","2023/3/16",0,0,NA,NA,3.79892603490778,3.93613995101152,4.08809168887243
"306","2023/3/17",0,0,NA,NA,3.79091221491595,3.9305173998532,4.08054733458815
"307","2023/3/18",0,0,NA,NA,3.78312827431547,3.92294202510866,4.07450519048871
"308","2023/3/19",0,0,NA,NA,3.77462970242111,3.91400590630098,4.06653672316953
"309","2023/3/20",2,2,3.789410937,3.789410937,3.7643914882865,3.90325728259559,4.05372586150077
"310","2023/3/21",2,0,NA,2.698970004,3.75111505970905,3.89173241693864,4.04144293393591
"311","2023/3/22",2,0,NA,2.698970004,3.73997326706677,3.87971702663848,4.02857504931205
"312","2023/3/23",0,0,NA,NA,3.72602817607975,3.8670186564467,4.01464520833791
"313","2023/3/24",0,0,NA,NA,3.71175874684939,3.85364165016292,4.00203864049816
"314","2023/3/25",0,0,NA,NA,3.69567981359604,3.83966059876585,3.99070167737015
"315","2023/3/26",0,0,NA,NA,3.67831134196607,3.82489341783906,3.97740017733217
"316","2023/3/27",2,2,3.725648446,3.725648446,3.65976219821828,3.80861280838812,3.96359465866486
"317","2023/3/28",2,1,3.398724109,3.048847057,3.63953874616804,3.79228471621115,3.94863327310622
"318","2023/3/29",2,1,3.651748514,3.175359259,3.61823755280746,3.77496800623098,3.93162632639734
"319","2023/3/30",0,0,NA,NA,3.59715050303416,3.75718707972126,3.91482884797757
"320","2023/3/31",0,0,NA,NA,3.570964673111,3.73955503276171,3.89316004905326
"321","2023/4/1",0,0,NA,NA,3.54486564342336,3.72081207976845,3.87399706275884
"322","2023/4/2",0,0,NA,NA,3.52152917759735,3.70092255377439,3.85418704899034
"323","2023/4/3",2,1,3.705842534,3.202406269,3.49315165274048,3.68084096929048,3.83809911627464
"324","2023/4/4",2,0,NA,2.698970004,3.46804157908847,3.6603415413982,3.82299552403951
"325","2023/4/5",2,0,NA,2.698970004,3.4392074555766,3.64149616233773,3.80945069872991
"326","2023/4/6",0,0,NA,NA,3.4077173404587,3.62333734555421,3.79609580838383
"327","2023/4/7",0,0,NA,NA,3.38102144558173,3.60580583013993,3.7818577543082
"328","2023/4/8",0,0,NA,NA,3.35120254426919,3.58922942018064,3.76828964798261
"329","2023/4/9",0,0,NA,NA,3.32378737941669,3.57354819733616,3.75484274049307
