"","date","count","positive","concentration","substitution","low_7_a","med_7_a","upr_7_a"
"149","2022/8/29",0,0,NA,NA,3.66838253119891,3.78058343775656,3.89930534453162
"150","2022/8/30",3,3,3.739886632,3.739886632,3.67573547174636,3.78930297033278,3.90863556488669
"151","2022/8/31",0,0,NA,NA,3.68384334461301,3.79673649147751,3.91882823169577
"152","2022/9/1",3,3,3.721630135,3.721630135,3.69230692607336,3.80441351343113,3.92591869232761
"153","2022/9/2",0,0,NA,NA,3.70191017888863,3.81158652955657,3.93458251636707
"154","2022/9/3",0,0,NA,NA,3.70923929494761,3.81822478530477,3.94345068159606
"155","2022/9/4",3,3,3.846167808,3.846167808,3.71406595974552,3.82354283552897,3.95181122692215
"156","2022/9/5",0,0,NA,NA,3.71791014823186,3.82841153493994,3.95853400341849
"157","2022/9/6",3,3,3.96361672,3.96361672,3.71972406187775,3.83246897192758,3.96197422211264
"158","2022/9/7",0,0,NA,NA,3.72008143862485,3.83559566479836,3.96160840739843
"159","2022/9/8",3,3,3.770985963,3.770985963,3.72201119433837,3.83733203200358,3.96324972491502
"160","2022/9/9",0,0,NA,NA,3.72075081395869,3.83809387860877,3.96627510580787
"161","2022/9/10",0,0,NA,NA,3.72081825054052,3.83820575430463,3.95999830077946
"162","2022/9/11",3,3,3.942160341,3.942160341,3.71752464997046,3.83711117590449,3.96013554055679
"163","2022/9/12",0,0,NA,NA,3.71618812018666,3.83551552694095,3.95733810483193
"164","2022/9/13",3,3,3.8847318,3.8847318,3.71151090805677,3.83418383653364,3.95624655324802
"165","2022/9/14",0,0,NA,NA,3.70887698965912,3.83180990240303,3.95404699169997
"166","2022/9/15",3,1,3.776019036,3.057986348,3.70522680523478,3.82932523424565,3.95169037371609
"167","2022/9/16",0,0,NA,NA,3.70021851745013,3.82671119143866,3.9514936202546
"168","2022/9/17",0,0,NA,NA,3.69629548843082,3.82576272926414,3.95235878322226
"169","2022/9/18",3,1,3.922410524,3.106783511,3.69117457517673,3.82536546448016,3.95398835025497
"170","2022/9/19",0,0,NA,NA,3.69001915346145,3.8252506212326,3.95642509014367
"171","2022/9/20",3,2,4.296655342,3.764093563,3.68944623792882,3.82629237790052,3.96054574885465
"172","2022/9/21",0,0,NA,NA,3.68713954783162,3.8276277878335,3.96207457931784
"173","2022/9/22",3,2,3.770969853,3.41363657,3.68729981839218,3.83051196805486,3.96963585019114
"174","2022/9/23",0,0,NA,NA,3.69141831054062,3.83427422954465,3.9726367512536
"175","2022/9/24",0,0,NA,NA,3.69456867223353,3.83827829053327,3.97874091261043
"176","2022/9/25",3,2,4.062482539,3.607978361,3.69953796749331,3.8427824816285,3.98430208984344
"177","2022/9/26",0,0,NA,NA,3.70580032712944,3.84795470066065,3.98945616253833
"178","2022/9/27",0,0,NA,NA,3.71453393720909,3.85361107364091,3.99754230307344
"179","2022/9/28",0,0,NA,NA,3.7218671381526,3.85994286690712,4.00331874829199
