Collection_Date,site_name,Plant,PMMoV_gc_g_dry_weight,PMMoV_gc_g_dry_weight_UCI,PMMoV_gc_g_dry_weight_LCI,RSV_gc_g_dry_weight,RSV_gc_g_dry_weight_LCI,RSV_gc_g_dry_weight_UCI,bcov_recovery
2022/8/1,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",1236175289,1291864281,1186802591,7798.641483,4039.515131,10398.6461,1.587
2022/8/3,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",673799381.1,690572780.9,657060932.9,4226.582682,1674.240598,6751.014636,0.552
2022/8/5,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",566733784.8,585344369.6,550142374.1,1859.368098,460.8415895,3153.999446,1.763
2022/8/8,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",816276041.7,888715897.9,743335581,8633.359274,6756.457072,10829.7893,0.805
2022/8/10,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",853291105.8,929419307.3,781563042.4,11917.12927,7147.50643,16233.26584,0.957
2022/8/12,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",235109611,248445519,222232478,0,0,0,0.64
2022/8/15,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",721096752.4,732547184.5,709667731.8,4844.223797,3466.003149,6547.060598,0.866
2022/8/17,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",671806698.8,739812775.5,608251787.2,4371.505205,2741.156184,6114.179586,0.993
2022/8/19,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",464085273.1,492882184.9,436823723.9,1539.19045,883.8743931,2458.494197,0.849
2022/8/22,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",186876640.4,212913385.8,156220472.4,1238.845144,642.519685,2120.734908,0.715
2022/8/24,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",39396059.19,44564516.91,34675147.94,0,0,0,0.347
2022/8/26,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",671111087.5,682031205.8,660208439.4,5320.528711,2342.283941,8362.061733,0.876
2022/8/29,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",499234371.2,539444472.5,455988928.6,4012.012847,2672.548952,5738.3931,1.033
2022/8/31,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",1067444573,1147836342,989855099.4,13840.90303,10862.24393,16855.71069,1.277
2022/9/5,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",734507178.7,749536475.5,718033254.7,2694.70424,1427.381185,4108.708365,1.975
2022/9/7,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",444009451.1,453321967.7,434709164.6,2970.649698,1821.587539,4524.349044,0.693
2022/9/9,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",232875911.1,239970486.9,225108725.1,6044.008794,3272.885765,8013.99093,1.314
2022/9/12,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",420170593.3,443241882.5,396089236,4558.941658,3316.380705,6078.821296,0.934
2022/9/16,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",493129460.2,512763886.4,475165630.8,5540.844698,3181.791121,8850.263996,0.923
2022/9/19,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",885674716.6,1068724258,706938903.7,19320.55561,14532.70811,24124.86246,0.833
2022/9/21,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",388321446.2,446865027.4,331200066.4,18042.10685,14634.3832,21530.16239,1.207
2022/9/23,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",433758523.9,442090053.5,425437733.2,5574.755651,2811.764114,7955.768264,1.358
2022/9/26,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",524749647.5,534650392.6,514862048.5,6724.80811,4172.61387,9214.417231,1.368
2022/9/28,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",518744342,527840937.6,509663078.9,3828.784768,2686.502084,5256.565855,1.996
2022/9/30,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",427305858.5,435391700.3,419231505.7,13627.71255,10691.2774,16843.41891,0.952
2022/10/3,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",448146696,523942698.7,380148039.8,9552.319059,7419.776447,13319.67165,0.944
2022/10/5,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",458482613,466824756.4,450153207.1,9587.740554,7134.912325,12126.13617,1.718
2022/10/7,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",513080453.2,522788581.3,502910890.4,9659.906226,5866.750429,13143.85732,1.077
2022/10/10,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",452731824.3,465254213.9,439483288.3,9896.71568,6610.269766,13174.72758,1.933
2022/10/12,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",223531206.3,236653566.4,210968781.7,6407.906367,4353.450372,8486.564761,1.214
2022/10/14,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",351432091.1,400370623.8,302645802.4,7476.48539,4694.243831,9438.613209,0.753
2022/10/17,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",559102236,637086878.8,486691202.3,21370.86766,17627.69597,24917.97707,0.667
2022/10/19,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",292925410.8,316248957.3,269416406.4,11307.86787,8966.978228,14024.87523,1.098
2022/10/21,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",433270340.3,447125814.4,420417953.8,8421.453639,6311.879498,10830.00135,0.63
2022/10/24,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",392030358.7,412113880,373918805.8,12879.4918,10213.25399,15974.12049,0.917
2022/10/26,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",540416558.2,572995442.7,506398166.3,33703.58997,29403.9917,38506.92325,1.143
2022/10/28,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",353368964.7,361194243.6,345552681.6,19148.35749,16179.49031,22460.53541,1.158
2022/10/31,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",745200856.7,838466135.6,659733072.8,21672.47732,18642.13745,25014.91706,1.005
2022/11/2,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",480025660.8,502742166.7,457898944.9,21466.14359,18179.11568,28192.70614,0.731
2022/11/4,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",569656394.9,579716507.5,559614438.9,27920.66504,24454.42765,31700.49314,1.141
2022/11/7,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",224569706,472424548.3,1439320.21,22504.53818,17382.68462,29399.41493,0.308
2022/11/9,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",344582205.9,357233543.3,332961298.8,14307.15042,10870.86427,17895.91728,1.032
2022/11/11,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",583239469.8,714296132.6,448439751.8,26507.56898,21850.11527,30894.85354,0.94
2022/11/14,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",382322020.2,397673740.2,367123150.6,24658.41078,19823.27559,29433.42988,0.947
2022/11/16,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",570457215.1,580684073.4,560247616.1,40502.668,35037.41081,45275.34878,1.171
2022/11/18,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",505119390.7,516240802.5,494018900.2,39692.39589,33869.30549,44662.20268,1.327
2022/11/21,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",575987641.5,602216603.6,551396355.4,23682.97199,19207.13135,28616.5527,1.529
2022/11/23,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",338903452.3,399070428,289503359.5,15847.2486,13063.88492,18807.69978,0.968
2022/11/28,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",339994588.2,369065755.2,311476969.4,47302.07443,42403.00179,52565.25994,1.142
2022/11/30,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",552759662.3,646539554.9,463028812.5,54955.22971,49642.73654,60268.18503,0.886
2022/12/2,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",369172586.4,408685630.9,332923675.9,73131.25364,65288.13865,81579.49037,0.656
2022/12/5,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",511361657.6,524077315.1,498397104.1,76170.35065,66041.93112,85560.55737,1.207
2022/12/7,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",485004497.3,527315738,441340931.6,45851.12187,40376.18135,50952.69387,0.944
2022/12/9,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",375710445.1,401515035.1,347151279.6,63237.32743,55403.37863,70121.37784,1.024
2022/12/12,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",463695135.1,484244973.9,442670254.6,61844.02864,54026.79349,69283.10584,1.192
2022/12/14,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",351584515,359545381,343632398.6,23862.2195,19019.98685,28396.15993,0.658
2022/12/16,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",287450995,294090664.6,280819392.6,32701.98158,28221.14972,37527.99656,1.079
2022/12/19,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",309977275.2,322987535.3,296517975.2,12041.48447,9979.766428,14369.45646,0.619
2022/12/21,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",303800124,404820627.4,204445017.9,34184.17599,25274.09187,42957.31282,0.682
2022/12/28,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",205868110.7,240194282.6,171876183.9,24454.26589,20800.26185,28513.26722,1.07
2022/12/30,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",299268656,307279836.9,291265208.9,14401.53059,11487.41977,17771.8493,1.174
2023/1/4,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",361933290,379182742.2,343403847.6,21573.53012,17422.29999,26171.09774,0.938
2023/1/6,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",420352994,429583323.5,411133940,32253.36113,27960.34066,36965.40082,0.82
2023/1/9,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",170191951.3,180772438.4,159339934.7,12166.98227,9978.070646,14655.2508,0.56
2023/1/11,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",350152922,369282038.3,331279090.4,27600.76523,22994.32849,32594.12803,1.546
2023/1/13,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",466924866.4,498039242.1,434242799.2,30051.98117,25450.18909,35178.46733,0.829
2023/1/18,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",283569599.9,290689818.2,276456815.7,18362.63811,15167.8154,21978.13085,1.065
2023/1/20,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",386453921.7,394722065.2,378196143.4,11036.42196,8572.543293,13932.81535,1.089
2023/1/23,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",320852417.9,342802783,301544344.2,6017.967409,2592.003864,9312.805925,1.258
2023/1/25,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",296327048.3,321312263.4,273318437.2,11776.48284,8518.69287,15160.78372,1.536
2023/1/27,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",428132208,443044410.3,414365187.9,5339.539391,3660.21179,7468.124568,1.192
2023/1/30,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",340605138.4,351252167.4,328184383.4,7480.419116,5103.777737,10136.64051,0.908
2023/2/3,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",336742810.3,496387470.6,202709010,8617.790713,6513.71738,11132.5435,0.593
2023/2/6,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",306466574.9,387767025.9,224901826.3,0,0,0,0.8
2023/2/8,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",298704480.3,305999193.6,291418191.2,26515.68913,21071.81421,32634.15683,0.705
2023/2/10,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",241079305,254754005.7,228206854.9,0,0,0,0.938
2023/2/13,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",893832920.9,954798446.7,837294093.9,2855.422699,1639.712962,4560.87641,0.752
2023/2/15,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",389660804.1,400719058,379459475.9,5961.393218,3991.396599,8022.154081,0.995
2023/2/17,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",774421509,787951420.7,760913830.8,3523.109006,1548.871495,5535.007302,2.143
2023/2/22,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",365809728.8,382996849.4,346006909.3,4467.885935,2624.163562,6390.448061,1.233
2023/2/24,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",395461348.1,494202420.1,262763303.8,5338.809631,3411.740848,7161.296089,1.706
2023/2/27,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",483590494.8,590496678.3,385449366.7,4468.44968,2967.447584,6134.773745,1.13
2023/3/1,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",329739031.9,481486859.2,176545527.9,5011.44246,3221.487267,7366.925481,0.632
2023/3/3,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",520298909.9,536703195.5,504349391.3,6014.943711,4123.180762,8412.813709,1.08
2023/3/6,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",375233549.5,414040071.8,335073701.7,3761.78241,2505.858359,5380.496643,1.188
2023/3/8,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",534101967,544628858.1,523590003.6,2858.198136,1007.462394,4565.30902,1.124
2023/3/10,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",483486472.2,514346737.3,450643369.9,6864.950472,5066.836046,9045.295417,2.578
2023/3/13,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",428703638.4,478434412.6,377438469.8,4444.948176,2600.34009,6216.900866,1.957
2023/3/15,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",611896933.4,626027309.5,597802876.7,5194.779566,3312.021017,7126.255674,1.434
2023/3/17,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",516308088.6,582372878.5,461307808,15502.11085,11842.65093,19668.50456,0.502
2023/3/20,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",368795001.1,456848342.5,286921430.7,6089.916742,3909.771722,8710.490044,0.571
2023/3/22,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",355286213.7,364338138.6,346277804.2,3573.45637,2191.220128,5442.452142,2.518
2023/3/24,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",596017427.5,618876938.1,572058409.5,31361.63217,20348.59214,40495.79449,1.453
2023/3/27,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",273921039.7,281805470.4,266355454.6,1948.079958,972.3694626,3111.6055,1.458
2023/3/29,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",663117609.8,811781435,517892813.5,0,0,0,0.705
2023/3/31,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",732394517.4,744599730.5,720211554,3271.689694,1542.821019,4809.43904,0.812
2023/4/3,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",475115036.3,509192525.4,441988150,14115.22447,9450.831288,18017.6563,1.418
2023/4/5,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",875430306.3,897026192.4,856406102,10237.89581,5729.541004,16854.28443,1.353
2023/4/7,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",278795265.5,398895688.7,173923719.6,0,0,0,0.487
2023/4/10,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",334613185.2,341489937.5,327746254.6,1506.557735,488.3093664,2632.424561,1.423
2023/4/12,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",396393723.6,404447960.6,388351745.2,0,0,0,1.009
2023/4/14,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",530375098.9,543829377.7,513481718,0,0,0,0.758
2023/4/17,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",568066808.7,615013932.9,516550588.1,0,0,0,0.974
2023/4/19,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",506362268.7,523772417.8,490122510.9,1663.153418,513.1675955,2882.232416,0.588
2023/4/21,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",184109719.8,263138858.7,109044760,0,0,0,0.706
2023/4/24,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",524349105.4,534570900.8,514141036.8,0,0,0,1.617
2023/4/26,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",303241187,310460809.3,296031147.1,2556.539565,1418.215448,3758.154493,1.183
2023/4/28,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",640808230.2,651478006,630156142,0,0,0,1.303
2023/5/1,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",378612189.1,386155077.5,371079728.7,7860.721765,5666.672086,10282.78201,0.744
2023/5/3,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",513738082,554840106.7,471522175,4742.440699,2723.299431,7575.046078,1.494
2023/5/5,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",545396551.6,568338824.5,524573863.6,0,0,0,1.371
2023/5/8,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",541654931,564646097.4,516817167.8,0,0,0,1.21
2023/5/10,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",719342306.2,730850725.9,707855745.4,5630.523386,4028.586245,7609.776862,0.935
2023/5/12,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",592200808.9,642952897.8,541348012.3,3084.201556,1891.215062,4697.296863,1.243
2023/5/15,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",521750975,563414410.5,486568396.1,3203.450994,1769.410546,4709.130374,1.22
2023/5/17,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",386008700.2,396511641.8,375997853.5,0,0,0,1.728
2023/5/19,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",681842381.9,703642115.5,660357180.6,0,0,0,1.015
2023/5/22,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",461043961.3,579911807,360205923,0,0,0,0.891
2023/5/24,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",506291439,519593708,492668791.6,0,0,0,1.024
2023/5/26,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",630597453.9,694454246.7,565266175,0,0,0,1.17
2023/5/31,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",245301469.7,251746753.9,239539467.4,0,0,0,1.053
2023/6/2,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",365592005.3,377648432.1,352470791.7,2100.548467,879.7874392,3199.16847,0.517
2023/6/5,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",864440845,884200056.8,844676662,0,0,0,1.341
2023/6/9,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",1017973525,1085297200,953833767.1,2130.012031,697.017832,3968.37968,1.148
2023/6/12,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",393878113.6,402871276.7,384895857.4,0,0,0,1.246
2023/6/14,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",499023729.9,555053662.2,436729080.9,0,0,0,2.653
2023/6/16,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",446935230.6,467714494.3,426874457.5,7894.392765,4549.608115,11043.08558,1.387
2023/6/21,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",409159534.2,457223878.3,362804600.6,0,0,0,0.531
2023/6/23,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",399062806.8,450772685.9,342338287.7,0,0,0,0.64
2023/6/26,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",387777439,409655921.7,366907502.3,0,0,0,1.721
2023/6/28,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",541372285.7,569377259.5,517276349.5,2300.976938,1410.94805,3504.42436,1.284
2023/7/3,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",409454912.7,464087625.6,357844963.1,0,0,0,1.238
2023/7/5,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",1159795666,1201657544,1116976413,0,0,0,5.209
2023/7/10,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",2517666739,2651332334,2366019078,0,0,0,0.723
2023/7/12,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",448743237.8,457895588.7,439602936.5,0,0,0,1.057
2023/7/14,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",264979265.7,274863599.7,256242149.4,0,0,0,1.133
2023/7/17,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",382107047.7,413636395.2,354810662,0,0,0,2.089
2023/7/19,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",485528300.1,502039654.7,466918485.5,0,0,0,0.893
2023/7/21,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",495496041.5,561583116.3,445612492.6,0,0,0,0.856
2023/7/24,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",772503648.4,813276254.9,732617580.4,0,0,0,0.851
2023/7/26,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",130416892.9,134951120.8,125886323.5,0,0,0,0.91
2023/7/28,Lawrence Kansas River Wastewater Treatment Facility,"Lawrence, KS",543258257.8,591343016.6,496089166.5,0,0,0,2.297
2022/8/8,Salina Wastewater Treatment Plant,"Salina, KS",539129912,582639658.2,494469627.8,0,0,0,0.493
2022/8/10,Salina Wastewater Treatment Plant,"Salina, KS",1239824659,1291088317,1181329667,0,0,0,0.681
2022/8/12,Salina Wastewater Treatment Plant,"Salina, KS",1011492421,1043967116,979255519.7,0,0,0,0.583
2022/8/15,Salina Wastewater Treatment Plant,"Salina, KS",340768207.6,359041917.3,322965098.7,0,0,0,0.438
2022/8/16,Salina Wastewater Treatment Plant,"Salina, KS",704861944.7,743330505.8,665236875.7,1645.873379,533.1806408,2819.405144,0.503
2022/8/19,Salina Wastewater Treatment Plant,"Salina, KS",567518959.4,629594242.9,496987920.5,0,0,0,0.609
2022/8/22,Salina Wastewater Treatment Plant,"Salina, KS",444081632.7,461496598.6,422312925.2,0,0,0,0.945
2022/8/24,Salina Wastewater Treatment Plant,"Salina, KS",414552804.3,446883413.9,383421978,0,0,0,0.973
2022/8/26,Salina Wastewater Treatment Plant,"Salina, KS",354871427.5,362944960.7,346808169.6,0,0,0,0.433
2022/8/29,Salina Wastewater Treatment Plant,"Salina, KS",384578407.9,445819443.3,327176473.2,0,0,0,0.901
2022/8/31,Salina Wastewater Treatment Plant,"Salina, KS",713319010.5,729214111.4,697443929.1,0,0,0,1.127
2022/9/2,Salina Wastewater Treatment Plant,"Salina, KS",747173439.4,770857476.1,724108027.9,0,0,0,0.696
2022/9/5,Salina Wastewater Treatment Plant,"Salina, KS",792610248.7,817346167.6,767394187,2347.528121,1348.058848,3749.62526,1.203
2022/9/7,Salina Wastewater Treatment Plant,"Salina, KS",731567224.2,743918309.3,719234846.1,3433.451766,1794.962914,5229.204248,0.912
2022/9/9,Salina Wastewater Treatment Plant,"Salina, KS",421674873.4,430665590.8,412697796,0,0,0,0.701
2022/9/12,Salina Wastewater Treatment Plant,"Salina, KS",1122463650,1223369774,1030073694,0,0,0,0.99
2022/9/14,Salina Wastewater Treatment Plant,"Salina, KS",1486339114,1506113675,1466613277,2227.839644,1157.088138,3814.099447,0.643
2022/9/16,Salina Wastewater Treatment Plant,"Salina, KS",948864256.3,962450830.9,935305716.7,0,0,0,0.575
2022/9/19,Salina Wastewater Treatment Plant,"Salina, KS",507812456.7,534197565.2,478227201.4,0,0,0,0.642
2022/9/21,Salina Wastewater Treatment Plant,"Salina, KS",555271930.5,630744710.5,474824494.3,0,0,0,0.569
2022/9/23,Salina Wastewater Treatment Plant,"Salina, KS",1966391423,2064313543,1867286690,0,0,0,1.178
2022/9/26,Salina Wastewater Treatment Plant,"Salina, KS",1646093016,1761787403,1527467227,0,0,0,0.901
2022/9/28,Salina Wastewater Treatment Plant,"Salina, KS",1175700090,1192378414,1159054648,0,0,0,0.374
2022/9/30,Salina Wastewater Treatment Plant,"Salina, KS",1053449337,1111067314,1000489662,0,0,0,0.698
2022/10/3,Salina Wastewater Treatment Plant,"Salina, KS",984077752.7,1007048084,955878254.9,0,0,0,0.79
2022/10/5,Salina Wastewater Treatment Plant,"Salina, KS",928181348.2,1181543690,694679279.7,0,0,0,0.678
2022/10/7,Salina Wastewater Treatment Plant,"Salina, KS",1232518796,1276680003,1193615381,2031.373721,642.2110142,3477.743108,0.759
2022/10/10,Salina Wastewater Treatment Plant,"Salina, KS",1183275554,1219728190,1147705310,2977.440754,1465.342158,4755.764348,0.792
2022/10/12,Salina Wastewater Treatment Plant,"Salina, KS",1050429952,1176637338,931850578.4,0,0,0,0.52
2022/10/14,Salina Wastewater Treatment Plant,"Salina, KS",1053653825,1107472555,996361573.8,8114.783349,4846.939784,11477.00879,0.571
2022/10/17,Salina Wastewater Treatment Plant,"Salina, KS",682027976.8,759734222.6,583554475.4,10069.81688,7612.690545,13705.42118,0.423
2022/10/19,Salina Wastewater Treatment Plant,"Salina, KS",690489651.8,759786374.7,636149897.9,16595.48166,13319.04989,19947.84394,0.331
2022/10/21,Salina Wastewater Treatment Plant,"Salina, KS",748324745.9,764626711.6,733161882.4,5519.942463,3421.232172,7360.209525,0.555
2022/10/24,Salina Wastewater Treatment Plant,"Salina, KS",747093763.8,805697529.3,686588252.8,4302.028603,2852.27106,6153.206853,0.668
2022/10/26,Salina Wastewater Treatment Plant,"Salina, KS",825705388.1,870418963.3,783776743.7,10363.12918,6478.923641,14240.62415,0.634
2022/10/28,Salina Wastewater Treatment Plant,"Salina, KS",1268155289,1344691009,1189698304,20910.5043,16837.15613,25186.91972,0.524
2022/10/31,Salina Wastewater Treatment Plant,"Salina, KS",1211444520,1307805004,1119255414,32160.4369,25611.38806,39512.40841,0.938
2022/11/2,Salina Wastewater Treatment Plant,"Salina, KS",3003837333,3202453723,2810497021,14872.16577,11566.19505,17826.77338,0.976
2022/11/4,Salina Wastewater Treatment Plant,"Salina, KS",1509882461,1542814259,1477890625,21789.61436,18411.17584,25558.74661,0.847
2022/11/7,Salina Wastewater Treatment Plant,"Salina, KS",591496582.2,652223136,540814530.2,7293.160758,4303.569961,10274.20111,0.539
2022/11/9,Salina Wastewater Treatment Plant,"Salina, KS",3525037258,3862796499,3251497004,33142.12814,28601.48748,38140.2548,0.72
2022/11/11,Salina Wastewater Treatment Plant,"Salina, KS",4884419089,5464528531,4283827384,23826.25508,19903.71012,27947.63307,1.951
2022/11/14,Salina Wastewater Treatment Plant,"Salina, KS",2825383575,2899226421,2748010176,39032.58176,32901.04107,45883.68895,0.598
2022/11/16,Salina Wastewater Treatment Plant,"Salina, KS",2009062954,2098817678,1923227501,39873.07585,33437.76141,45402.08033,0.555
2022/11/18,Salina Wastewater Treatment Plant,"Salina, KS",4885059950,5117215305,4645739407,65296.438,56829.56511,73527.46856,0.647
2022/11/21,Salina Wastewater Treatment Plant,"Salina, KS",3604675663,3801122751,3418009588,43619.4102,38676.16076,48472.86398,1.554
2022/11/23,Salina Wastewater Treatment Plant,"Salina, KS",1884205645,1932628272,1833464805,26754.76841,23080.39007,30649.50855,0.487
2022/11/25,Salina Wastewater Treatment Plant,"Salina, KS",4053293481,4232180003,3874188368,61478.45875,54632.78414,68874.17419,0.756
