"","date","count","positive","concentration","low","median","upr","low_observed","median_observed","upr_observed"
"163",2022-06-12,6,4,3.50805652603291,3.60145049106457,3.65862382411027,3.71874010968428,3.37319802801543,3.66245446104645,3.9358984151761
"164",2022-06-13,6,6,3.5646048910454,3.59524595871376,3.65378651241116,3.71404632497279,3.37313903058795,3.65361181671113,3.93469814948037
"165",2022-06-14,6,6,3.6487165050093,3.59048687758135,3.64882695899748,3.708963936876,3.37215421912047,3.64562773654412,3.91886455804383
"166",2022-06-15,6,6,3.8580706229715,3.58578441124032,3.64420535175043,3.70521934229149,3.36881736863476,3.64169119418876,3.92469811110787
"167",2022-06-16,6,6,3.59216429596442,3.58161750273683,3.63982937063656,3.7003905169836,3.36313092264661,3.63977812393249,3.90949703911844
"168",2022-06-17,6,5,3.55188171504901,3.57778592759861,3.63540438081224,3.69628372394911,3.34894565689842,3.63905780829812,3.91460828205467
"169",2022-06-18,6,5,3.48067327000014,3.57330217271729,3.63187806944656,3.69314791450134,3.34902140149805,3.63234710209454,3.89951312388373
"170",2022-06-19,6,4,3.61265765603026,3.5705084216086,3.62917638473705,3.68973046818613,3.3485213673144,3.6307962991882,3.91465858804248
"171",2022-06-20,6,4,3.50793293702247,3.56717068719318,3.62635507326591,3.68616762353263,3.35204029612942,3.6217531884677,3.90147155251658
"172",2022-06-21,6,5,3.91833210901424,3.56541157235026,3.62348044228515,3.68260096625977,3.34014825706559,3.62747531381639,3.91155802025922
"173",2022-06-22,6,5,3.70910886798921,3.5632351617458,3.62124121812625,3.68039635853955,3.33697933359898,3.62131177622848,3.90275721645676
"174",2022-06-23,6,5,3.77640341802009,3.56066368457982,3.61890396542897,3.67685515410889,3.34183632083087,3.61957650553948,3.90958609135738
"175",2022-06-24,6,6,3.58990396395595,3.55807652114003,3.61629654551078,3.67410507597212,3.33777100405478,3.61695911822827,3.8964117145202
"176",2022-06-25,6,6,3.51790323297705,3.55473585619781,3.61360307810868,3.67109176851578,3.33570136787675,3.61182375869503,3.90411547703983
"177",2022-06-26,6,6,3.53174755301378,3.55191945784713,3.61023698757952,3.66721830633619,3.32846064564662,3.61425181591444,3.89180558875105
"178",2022-06-27,6,5,3.58139905497004,3.54916717705494,3.60701656689133,3.66483526344946,3.31997540412824,3.60765904718326,3.88487698359468
"179",2022-06-28,6,5,3.76201446596924,3.54507867260669,3.60318972538269,3.66062145768202,3.32190634424996,3.59839896583344,3.87471692468631
"180",2022-06-29,6,5,3.82770357301609,3.54146093007136,3.59884257922463,3.65671362155695,3.30951652591662,3.60125559428027,3.87345318415114
