"","time","incidence_2","wastewater","measured_ww","logWW","ND","ND_2","low_3_a","med_3_a","upr_3_a","error"
"77",96,2.579498667,244.9010382,2.248484964,2.388990626,0,0,1.54568176380975,2.27830060198297,2.78731684665633,0.110690024017031
"78",97,2.223646234,211.1051638,3.2876224,2.324498857,0,0,1.08992327987663,2.02529371339386,2.64103084294959,0.299205143606141
"79",98,1.916894978,181.9752232,1.477735427,2.260012261,0,0,0.676347183809767,1.78129881819707,2.54724212014385,0.478713442802931
"80",99,1.652467229,156.8664809,1.888250299,2.195530154,0,1,1.38153623577291,2.25409568177951,2.80272608506041,0.0585655277795092
"81",100,1.652467229,135.223426,1.940870708,2.131051935,0,0,1.05875164695688,2.08429365464079,2.71975458805979,0.0467582803592084
"82",101,1.652467229,120.7234579,2.265994038,2.081791667,0,0,0.704969459102472,1.90156269584726,2.62086884152831,0.180228971152738
"83",102,1.652467229,111.0105563,1.887102329,2.045364279,0,0,0.384048419648646,1.74452234660016,2.58471932634981,0.300841932399835
"84",103,1.652467229,104.5055862,2.903706764,2.019139506,0,1,1.46702681488278,2.32619819054216,2.85901381485809,0.307058684542164
"85",104,1.652467229,100.1501531,1.705112472,2.000651618,0,0,1.2300474902481,2.16895770232505,2.76624004698359,0.168306084325045
"86",105,1.652467229,97.23490632,1.814914203,1.9878222,0,1,1.70269397929001,2.44312064108378,2.90406973546578,0.455298441083778
"87",106,1.652467229,95.28445042,1.694604776,1.979022033,0,0,1.44142780955881,2.27339160174773,2.81482516835333,0.294369568747731
"88",107,1.652467229,93.98020128,2.273550569,1.973036371,0,0,1.09666776254645,2.10253106880165,2.7124003013847,0.129494697801646
"89",108,1.652467229,93.10867683,2.277824734,1.968990155,0,0,0.809537607252094,1.92822963859736,2.6214903086607,0.0407605164026361
"90",109,1.652467229,92.52683706,2.540399848,1.966267716,0,0,0.452212562551849,1.75631318188333,2.56920971040641,0.209954534116672
"91",110,1.652467229,92.13885207,2.21439828,1.964442797,0,0,0.168767726132125,1.61589923163499,2.50000368449895,0.348543565365009
"92",111,1.652467229,91.88053048,2.785794645,1.963223494,0,1,1.44550927770066,2.31304840744408,2.84964057109765,0.349824913444081
"93",112,1.652467229,91.70888256,2.620412964,1.962411402,0,0,1.15450626492501,2.15374495590237,2.76733637371202,0.19133355390237
"94",113,1.652467229,91.59512499,2.55462531,1.96187236,0,0,0.84087377858144,2.0101258087036,2.69362034214073,0.048253448703603
"95",114,1.652467229,91.51999264,1.570535077,1.961515977,0,0,0.555542598251366,1.85298397463183,2.61386256517744,0.108532002368174
"96",115,1.652467229,91.4705966,2.18379798,1.961281512,0,0,0.331287998015651,1.75268414442231,2.59831544281273,0.208597367577687
"97",116,1.652467229,91.43831861,2.567407367,1.961128232,0,0,0.0164838209161324,1.57988983863795,2.53114668793549,0.381238393362053
"98",117,1.652467229,91.41740014,1.157577252,1.961028866,0,0,-0.202159031683346,1.49643120944343,2.48868053881063,0.464597656556569
"99",118,0.66096104,91.403997,2.048241693,1.960965187,1,0,-0.31877668685577,1.37731335547231,2.45658256917246,0.58365183152769
"100",119,0.749055526,73.31770605,2.212220286,1.865208868,0,0,-0.581512171901704,1.32219242086129,2.45504106102145,0.543016447138709
"101",120,0.848898326,62.80076337,2.142750488,1.797964923,0,0,-0.570558339767977,1.32065416184271,2.45572953398794,0.477310761157295
"102",121,0.960277638,57.57184663,1.016558555,1.76021016,0,0,-0.654070336977683,1.30268492637213,2.45638066582363,0.457525233627874
"103",122,1.088681922,56.0978868,0.926627033,1.748946502,0,0,-0.681931073490134,1.30921350214875,2.47255046160549,0.439732999851254
"104",123,1.233625935,57.45131401,2.087443587,1.759299966,0,0,-0.7587592715521,1.29492704811401,2.46586032673236,0.464372917885988
"105",124,1.397824355,61.00151877,1.94116257,1.785340648,0,0,-0.744472624252722,1.31707480405601,2.48240607155026,0.468265843943994
"106",125,1.583883111,66.37529248,0.924404032,1.822006448,0,0,-0.758397436630584,1.30629669889412,2.48083614978468,0.515709749105885
"107",126,1.794692179,73.36979517,1.019188822,1.865517307,0,0,-0.721861579220714,1.35200313839018,2.51427646819662,0.513514168609824
"108",127,2.033540627,81.90197013,2.014280993,1.913294349,0,0,-0.647308991050659,1.29806172942614,2.50264461254598,0.61523261957386
"109",128,2.304152992,91.97611141,1.739446534,1.963675044,0,0,-0.621370805315862,1.39087330603462,2.53647077847275,0.57280173796538
"110",129,2.610746764,103.6630057,2.267869275,2.015623797,0,2,2.01761815446171,2.67572365176594,3.07972542895655,0.66009985476594
"111",130,2.958097565,117.0869992,2.210461829,2.068508676,0,0,1.85966524702498,2.51624865851715,2.96367867690891,0.447739982517154
"112",131,3.351612425,132.4185158,1.87827816,2.121948716,0,0,1.55359739466143,2.34777929465822,2.8583186141401,0.225830578658224
"113",132,3.797412577,149.8703792,2.448863988,2.175715806,1,0,1.22262054390572,2.15923797186511,2.745113019528,0.0164778341348915
"114",133,4.302426902,169.6968559,2.558513599,2.229673796,0,1,1.75341932781805,2.43851119903728,2.89594080758849,0.208837403037279
"115",134,4.874497355,192.1947179,1.993676351,2.283741448,0,1,1.95834265573337,2.55456281938219,2.9792328444655,0.270821371382191
"116",135,5.522497831,217.7058778,2.381459738,2.337870155,0,2,2.31458259704838,2.77929805874043,3.12966444296208,0.441427903740432
"117",136,6.256468078,246.6213214,2.454101853,2.39203062,0,1,2.27380033664965,2.72661284137872,3.08996035591701,0.334582221378719
"118",137,7.087007724,279.386186,2.241913021,2.446204929,0,1,2.19075124538696,2.67629416623138,3.04572719799405,0.230089237231383
"119",138,8.028466738,316.4921162,2.422094001,2.500362896,0,0,1.80265063796433,2.44076518509179,2.8821242448716,0.0595977109082084
"120",139,9.094550392,358.5303097,3.126682932,2.554525876,0,1,1.91540044576392,2.49855381552632,2.92882179023357,0.0559720604736791
"121",140,10.30159181,406.1469425,2.597973463,2.608683188,0,1,1.96512353452497,2.53773668613542,2.94644110369716,0.0709465018645807
"122",141,NA,NA,NA,2.662826706,NA,0,1.61845962992202,2.33103562827298,2.81752421499565,0.331791077727023
"123",142,NA,NA,NA,2.716953149,NA,0,1.22628322698827,2.10577727153006,2.68384592436732,0.611175877469945
"124",143,NA,NA,NA,2.771059125,NA,2,2.06291433504457,2.62158695709746,3.00945227965485,0.149472167902537
"125",144,NA,NA,NA,2.825141752,NA,1,2.12675604120452,2.64796097121055,3.03519565357276,0.177180780789445
"126",145,NA,NA,NA,2.879196622,NA,4,2.85949640219176,2.87954171323927,2.89943252199135,0.000345091239273732
"127",146,NA,NA,NA,2.933220013,NA,3,2.91426498700752,2.93372777869884,2.95372320446389,0.000507765698841478
"128",147,NA,NA,NA,2.987207736,NA,3,2.96737362410026,2.98717979930764,3.00741611507164,2.79366923554569e-05
"129",148,NA,NA,NA,3.041155059,NA,4,3.02122933366191,3.04146472768764,3.06176551764664,0.000309668687638709
"130",149,NA,NA,NA,3.095056639,NA,6,3.07612691671104,3.09577159201958,3.1152558869005,0.000714953019583575
"131",150,NA,NA,NA,3.148906438,NA,4,3.12882581412875,3.14872150026317,3.1687623759458,0.000184937736832147
"771",96,2.579498667,244.9010382,2.248484964,2.388990626,0,0,1.34396424879312,2.08636137704638,2.64977761023767,0.302629248953618
"781",97,2.223646234,211.1051638,3.2876224,2.324498857,0,0,0.862822329607651,1.84071168837643,2.5220151082192,0.483787168623566
