"","time","incidence_2","wastewater","measured_ww","logWW","ND","ND_2","low_3_a","med_3_a","upr_3_a","error"
"77",96,2.579498667,244.9010382,2.248484964,2.388990626,0,0,0.897200709066555,1.83182133146333,2.50432663048266,0.557169294536675
"78",97,2.223646234,211.1051638,3.2876224,2.324498857,0,1,1.14275973774876,2.04516650784358,2.64576089435034,0.279332349156416
"79",98,1.916894978,181.9752232,1.477735427,2.260012261,0,1,1.38181446237182,2.16911105745996,2.72591582021865,0.0909012035400414
"80",99,1.652467229,156.8664809,1.888250299,2.195530154,0,0,0.966159208363234,1.96183004571241,2.58554215349656,0.23370010828759
"81",100,1.652467229,135.223426,1.940870708,2.131051935,0,0,0.625177644632991,1.73177431825532,2.47973289872952,0.399277616744684
"82",101,1.652467229,120.7234579,2.265994038,2.081791667,0,0,0.316782032687694,1.52000961257102,2.36996787066429,0.561782054428976
"83",102,1.652467229,111.0105563,1.887102329,2.045364279,0,0,-0.06487360814102,1.3483223400447,2.29296238595554,0.697041938955302
"84",103,1.652467229,104.5055862,2.903706764,2.019139506,0,0,-0.36137427819345,1.20794678449417,2.2307323023224,0.811192721505826
"85",104,1.652467229,100.1501531,1.705112472,2.000651618,0,0,-0.675698476368788,1.04074289381819,2.16749625008325,0.959908724181808
"86",105,1.652467229,97.23490632,1.814914203,1.9878222,0,1,0.790154932300242,1.91795974712116,2.63211125927098,0.069862452878845
"87",106,1.652467229,95.28445042,1.694604776,1.979022033,0,0,0.543499282995179,1.77145042550489,2.5175474138533,0.20757160749511
"88",107,1.652467229,93.98020128,2.273550569,1.973036371,0,0,0.315757333191838,1.65538207089884,2.48045261056091,0.317654300101157
"89",108,1.652467229,93.10867683,2.277824734,1.968990155,0,0,0.087885120589278,1.47736697110666,2.38582880237725,0.491623183893344
"90",109,1.652467229,92.52683706,2.540399848,1.966267716,0,0,-0.0234901740408532,1.42027870170561,2.34407623287523,0.545989014294387
"91",110,1.652467229,92.13885207,2.21439828,1.964442797,0,0,-0.326148237919296,1.28367869804413,2.32322994531624,0.680764098955873
"92",111,1.652467229,91.88053048,2.785794645,1.963223494,0,1,1.06068321548318,2.01259840405947,2.6802918645556,0.0493749100594683
"93",112,1.652467229,91.70888256,2.620412964,1.962411402,0,0,0.754701521570462,1.85142848303052,2.57320471588955,0.110982918969478
"94",113,1.652467229,91.59512499,2.55462531,1.96187236,0,0,0.443714271470702,1.72527054753695,2.48531768978657,0.236601812463052
"95",114,1.652467229,91.51999264,1.570535077,1.961515977,0,0,0.283505503408687,1.5814076002856,2.42654193467112,0.380108376714402
"96",115,1.652467229,91.4705966,2.18379798,1.961281512,0,2,1.65714851018379,2.38873205835328,2.89613179844906,0.427450546353281
"97",116,1.652467229,91.43831861,2.567407367,1.961128232,0,0,1.35431422327408,2.18969304080373,2.75811651469231,0.228564808803731
"98",117,1.652467229,91.41740014,1.157577252,1.961028866,0,0,1.04796402928401,1.99545571588446,2.62666742023934,0.0344268498844551
"99",118,0.66096104,91.403997,2.048241693,1.960965187,1,0,0.732600561249858,1.77828947846263,2.51291017440057,0.182675708537369
"100",119,0.749055526,73.31770605,2.212220286,1.865208868,0,0,0.386490743763402,1.61178492147746,2.42124639044236,0.253423946522544
"101",120,0.848898326,62.80076337,2.142750488,1.797964923,0,0,0.0402539618943984,1.41851584077062,2.33218981031712,0.379449082229381
