"","time","incidence_2","wastewater","measured_ww","logWW","ND","ND_2","low_3_a","med_3_a","upr_3_a","error"
"77",96,2.579498667,244.9010382,2.248484964,2.388990626,0,0,1.13812502047997,2.06362314289263,2.68619438838387,0.325367483107367
"78",97,2.223646234,211.1051638,3.2876224,2.324498857,0,2,2.0895425780742,2.63661402759956,2.99770725539565,0.312115170599563
"79",98,1.916894978,181.9752232,1.477735427,2.260012261,0,0,1.81421723563235,2.44400073214587,2.88802187078316,0.183988471145874
"80",99,1.652467229,156.8664809,1.888250299,2.195530154,0,1,1.98944174290578,2.56065256793782,2.95249856878568,0.365122413937825
"81",100,1.652467229,135.223426,1.940870708,2.131051935,0,0,1.64204228379863,2.37052024021265,2.83511654860862,0.239468305212652
"82",101,1.652467229,120.7234579,2.265994038,2.081791667,0,1,1.89004573014906,2.50490677630607,2.91196108830733,0.423115109306065
"83",102,1.652467229,111.0105563,1.887102329,2.045364279,0,0,1.56519078353596,2.32580176592772,2.8104316324728,0.280437486927724
"84",103,1.652467229,104.5055862,2.903706764,2.019139506,0,0,1.21044946386699,2.12172122761793,2.70853961985835,0.102581721617933
"85",104,1.652467229,100.1501531,1.705112472,2.000651618,0,0,0.858195889366214,1.92944080406086,2.62628098986947,0.0712108139391372
"86",105,1.652467229,97.23490632,1.814914203,1.9878222,0,0,0.497136232418442,1.7593835676911,2.57739584539166,0.228438632308899
"87",106,1.652467229,95.28445042,1.694604776,1.979022033,0,0,0.132867051644603,1.60124478826505,2.53255987145543,0.37777724473495
"88",107,1.652467229,93.98020128,2.273550569,1.973036371,0,0,-0.10880707796105,1.47027141950744,2.46930974571638,0.502764951492561
"89",108,1.652467229,93.10867683,2.277824734,1.968990155,0,0,-0.412814990641048,1.36524146967752,2.4768036410036,0.603748685322475
"90",109,1.652467229,92.52683706,2.540399848,1.966267716,0,0,-0.544555236555845,1.31413552625885,2.4524099625375,0.65213218974115
"91",110,1.652467229,92.13885207,2.21439828,1.964442797,0,0,-0.629589158267059,1.28559406915002,2.45422843424656,0.678848727849983
"92",111,1.652467229,91.88053048,2.785794645,1.963223494,0,0,-0.717651497807897,1.24700769464605,2.47516129323387,0.716215799353946
"93",112,1.652467229,91.70888256,2.620412964,1.962411402,0,0,-0.748151857397719,1.2798985520894,2.47180930597254,0.682512849910603
"94",113,1.652467229,91.59512499,2.55462531,1.96187236,0,0,-0.867388695014393,1.25663720715675,2.50172412678391,0.705235152843248
"95",114,1.652467229,91.51999264,1.570535077,1.961515977,0,0,-0.791019000395758,1.27136913914964,2.51963908981146,0.690146837850362
"96",115,1.652467229,91.4705966,2.18379798,1.961281512,0,0,-0.667184454595811,1.34177421621322,2.52867151424651,0.619507295786781
"97",116,1.652467229,91.43831861,2.567407367,1.961128232,0,2,2.15668841715524,2.70870925848291,3.06589729312694,0.747581026482913
"98",117,1.652467229,91.41740014,1.157577252,1.961028866,0,0,1.9324099728236,2.56706743495333,2.97115467517764,0.606038568953329
"99",118,0.66096104,91.403997,2.048241693,1.960965187,1,1,2.10075317866711,2.64850141109493,3.03299982459355,0.687536224094932
"100",119,0.749055526,73.31770605,2.212220286,1.865208868,0,0,1.83472723841679,2.47321412623992,2.89398346521786,0.60800525823992
"101",120,0.848898326,62.80076337,2.142750488,1.797964923,0,0,1.47020238687857,2.27084467610486,2.78925809143011,0.472879753104863
"102",121,0.960277638,57.57184663,1.016558555,1.76021016,0,0,1.11588008453145,2.07215159581789,2.69536709371478,0.311941435817892
"103",122,1.088681922,56.0978868,0.926627033,1.748946502,0,0,0.733168043054869,1.88549952142141,2.62138977713067,0.136553019421409
"104",123,1.233625935,57.45131401,2.087443587,1.759299966,0,0,0.354963031855865,1.70090285407872,2.53658497704275,0.0583971119212841
"105",124,1.397824355,61.00151877,1.94116257,1.785340648,0,0,0.0823122742207079,1.58597948081055,2.50969941011443,0.199361167189446
"106",125,1.583883111,66.37529248,0.924404032,1.822006448,0,0,-0.179593419069925,1.46477750018586,2.48361204658368,0.357228947814142
"107",126,1.794692179,73.36979517,1.019188822,1.865517307,0,0,-0.379481326772102,1.36402073376184,2.46800303149049,0.501496573238155
"108",127,2.033540627,81.90197013,2.014280993,1.913294349,0,0,-0.566842937526816,1.30284395271981,2.46399708179166,0.610450396280186
"109",128,2.304152992,91.97611141,1.739446534,1.963675044,0,0,-0.626767827371231,1.31506881758189,2.48769437130386,0.648606226418112
"110",129,2.610746764,103.6630057,2.267869275,2.015623797,0,1,1.59025492637194,2.43204716076643,2.90049625970139,0.416423363766426
"111",130,2.958097565,117.0869992,2.210461829,2.068508676,0,0,1.33215667116897,2.29861761966567,2.834413233704,0.230108943665673
"112",131,3.351612425,132.4185158,1.87827816,2.121948716,0,0,1.12646207297561,2.19154572590337,2.77462842070989,0.0695970099033718
"113",132,3.797412577,149.8703792,2.448863988,2.175715806,1,1,1.85402519907231,2.51833373036509,2.94980068322141,0.342617924365085
"114",133,4.302426902,169.6968559,2.558513599,2.229673796,0,1,2.09730201425798,2.64142451743033,3.01811090025727,0.411750721430328
"115",134,4.874497355,192.1947179,1.993676351,2.283741448,0,2,2.42679496872109,2.82968333131083,3.13585424061259,0.545941883310829
"116",135,5.522497831,217.7058778,2.381459738,2.337870155,0,1,2.33456567373214,2.77121497725826,3.09492866621264,0.433344822258255
"117",136,6.256468078,246.6213214,2.454101853,2.39203062,0,1,2.26217111495683,2.71580296080689,3.0609443124375,0.323772340806888
"118",137,7.087007724,279.386186,2.241913021,2.446204929,0,2,2.41818074608355,2.80745130995555,3.12361550007901,0.361246380955549
"119",138,8.028466738,316.4921162,2.422094001,2.500362896,0,1,2.30013529131903,2.7290574607374,3.05857816456285,0.2286945647374
"120",139,9.094550392,358.5303097,3.126682932,2.554525876,0,2,2.40026768136315,2.80570845423104,3.12364037615501,0.251182578231039
