date,concentration_north_1,low_north_1,med_north_1,upr_north_1,concentrationnorth_2,low_north_2,med_north_2,upr_north_2
2022/5/28,NA,3.881072165,4.046982188,4.222356429,NA,3.690804993,3.855395633,4.030801133
2022/5/29,NA,3.88273843,4.044091963,4.221075022,NA,3.67447933,3.841098507,4.017555843
2022/5/30,NA,3.882312374,4.040831126,4.218764196,NA,3.656762773,3.825739201,4.002422742
2022/5/31,5753.604917,3.881343287,4.036965992,4.213258517,7080.031838,3.640307876,3.810155809,3.986160912
2022/6/1,55242.4951,3.876002145,4.030750598,4.206706677,6275.767111,3.620694365,3.792964821,3.969412728
2022/6/2,15298.9644,3.870154837,4.023421437,4.198804204,500,3.601764082,3.776163588,3.95105335
2022/6/3,NA,3.861621127,4.016134878,4.191804585,NA,3.58119324,3.758170707,3.936647407
2022/6/4,NA,3.852135316,4.007931862,4.183919525,NA,3.558490974,3.739407831,3.91985612
2022/6/5,NA,3.841569162,3.99853954,4.17269436,NA,3.53425025,3.720692399,3.902390316
2022/6/6,11613.77275,3.830843658,3.987142263,4.162477647,500,3.511926421,3.702281607,3.884997252
2022/6/7,3923.024337,3.817965176,3.974718494,4.149722871,500,3.488174167,3.683692028,3.86890884
2022/6/8,500,3.806393963,3.962905961,4.138404304,500,3.466856296,3.664671562,3.854706869
2022/6/9,NA,3.790835361,3.950360872,4.124954625,NA,3.445316425,3.646969209,3.83852387
2022/6/10,NA,3.774716646,3.936768023,4.11068581,NA,3.421542156,3.628271795,3.82430451
2022/6/11,NA,3.757642944,3.922364245,4.096159032,NA,3.400473994,3.610477054,3.806619504
2022/6/12,NA,3.738997241,3.907541802,4.082759825,NA,3.380313315,3.593252895,3.791509613
2022/6/13,500,3.720155808,3.892111751,4.066429356,500,3.357977891,3.576003676,3.778643408
2022/6/14,14026.20063,3.698664889,3.876803141,4.052124583,500,3.340813287,3.560031776,3.764797009
2022/6/15,500,3.681522507,3.860349403,4.036140235,500,3.322635112,3.544382701,3.751130233
2022/6/16,NA,3.661800257,3.844236751,4.021142517,NA,3.302260928,3.528652565,3.740071843
2022/6/17,NA,3.641536504,3.827546595,4.004301411,NA,3.284932607,3.513943741,3.727315006
2022/6/18,NA,3.621124072,3.811149477,3.990944082,NA,3.26515085,3.499462073,3.716953788
2022/6/19,NA,3.601199218,3.79414519,3.976832531,NA,3.246473141,3.486781425,3.705804019
2022/6/20,500,3.580189436,3.77661506,3.95807403,500,3.232225637,3.474104687,3.695532901
2022/6/21,5328.751502,3.560875795,3.759746419,3.944842798,500,3.217489669,3.46137093,3.684937054
2022/6/22,500,3.541520122,3.743308492,3.930507686,500,3.202786882,3.448444511,3.675427364
2022/6/23,NA,3.523110045,3.725842672,3.914469623,NA,3.186797494,3.436548469,3.666160614
2022/6/24,NA,3.502773755,3.707888928,3.899369251,NA,3.173666087,3.425667213,3.655377288
2022/6/25,NA,3.477507023,3.689699389,3.883077271,NA,3.15723307,3.41507182,3.650513518
2022/6/26,NA,3.45903304,3.671535776,3.869167474,NA,3.142871296,3.405574944,3.64036558
2022/6/27,500,3.439641162,3.654026692,3.857922114,500,3.12822836,3.396677377,3.631930135
2022/6/28,500,3.42055895,3.636578206,3.844773722,500,3.112667259,3.388332137,3.625530899
2022/6/29,500,3.399786138,3.620395045,3.831277936,500,3.099185007,3.381130048,3.620993967
2022/6/30,NA,3.380991522,3.604099504,3.81851548,NA,3.084744047,3.374568983,3.615809996
2022/7/1,NA,3.36070738,3.587019755,3.807092142,NA,3.072667703,3.368831622,3.610632834
2022/7/2,NA,3.342302189,3.5706841,3.793532806,NA,3.061141676,3.362264673,3.606304308
2022/7/3,NA,3.327186363,3.555955052,3.780834799,NA,3.050848724,3.356608907,3.599720137
2022/7/4,NA,3.309829622,3.540799201,3.768962108,NA,3.040967666,3.350244484,3.594381819
2022/7/5,500,3.29353517,3.525716379,3.761139622,500,3.031888653,3.345883539,3.587527057
2022/7/6,500,3.274512136,3.512420941,3.750514973,500,3.021344824,3.341778467,3.58298712
2022/7/7,500,3.25564171,3.499720932,3.737768927,500,3.017847503,3.337576704,3.579014599
2022/7/8,NA,3.237858921,3.485981026,3.730256412,NA,3.013481387,3.334039445,3.579786277
2022/7/9,NA,3.21883664,3.473599903,3.723057423,NA,3.011006772,3.330922736,3.574704504
2022/7/10,NA,3.202302729,3.462086191,3.711944281,NA,3.008325992,3.328647703,3.57414947
2022/7/11,500,3.185351376,3.451058863,3.701628495,500,3.005577019,3.32516683,3.571889658
