"","ww","lower","median","upper"
"129",397460.245006845,0.999999003602873,0.999999915485966,0.99999999572042
"130",437206.26950753,0.999999220681607,0.999999936969842,0.999999996985974
"131",480926.896458283,0.999999389961898,0.999999952996196,0.999999997880103
"132",529019.586104111,0.999999522940313,0.999999964944115,0.999999998507161
"133",581921.544714522,0.999999626770748,0.999999973858226,0.999999998949511
"134",640113.699185974,0.99999970793416,0.99999998050941,0.99999999926045
"135",704125.069104572,0.999999771674674,0.999999985464802,0.999999999479485
"136",774537.576015029,0.999999821320766,0.999999989158831,0.999999999633408
"137",851991.333616532,0.999999860274543,0.999999991915831,0.999999999741871
"138",937190.466978185,0.999999890654064,0.999999993970185,0.999999999818454
"139",1030909.513676,0.999999914483572,0.999999995503457,0.999999999872211
"140",1134000.4650436,0.999999933076822,0.999999996646896,0.99999999991012
